Timestamp,Analog1_chA,Analog1_chB,other
4032,1751.000,1220.000,
4036,1765.000,1233.000,
4040,1771.000,1248.000,
4044,1777.000,1234.000,
4048,1790.000,1245.000,
4052,1799.000,1255.000,
4056,1808.000,1276.000,
4060,1815.000,1259.000,
4064,1813.000,1262.000,
4068,1824.000,1273.000,
4072,1843.000,1286.000,
4076,1829.000,1278.000,
4080,1831.000,1273.000,
4084,1714.000,1224.000,
4088,1718.000,1221.000,
4092,1720.000,1221.000,
4096,1701.000,1205.000,
4100,1675.000,1203.000,
4104,1690.000,1208.000,
4108,1698.000,1206.000,
4112,1683.000,1193.000,
4116,1683.000,1190.000,
4120,1679.000,1194.000,
4124,1685.000,1195.000,
4128,1680.000,1196.000,
4132,1673.000,1180.000,
4136,1674.000,1192.000,
4140,1681.000,1196.000,
4144,1675.000,1181.000,
4148,1672.000,1179.000,
4152,1678.000,1192.000,
4156,1681.000,1197.000,
4160,1678.000,1188.000,
4164,1672.000,1182.000,
4168,1675.000,1187.000,
4172,1682.000,1192.000,
4176,1693.000,1187.000,
4180,1680.000,1188.000,
4184,1687.000,1183.000,
4188,1691.000,1202.000,
4192,1689.000,1199.000,
4196,1689.000,1186.000,
4200,1679.000,1190.000,
4204,1690.000,1199.000,
4208,1692.000,1204.000,
4212,1687.000,1191.000,
4216,1691.000,1192.000,
4220,1699.000,1204.000,
4224,1694.000,1204.000,
4228,1701.000,1193.000,
4232,1703.000,1199.000,
4236,1712.000,1210.000,
4240,1718.000,1215.000,
4244,1748.000,1239.000,
4248,1747.000,1228.000,
4252,1738.000,1225.000,
4256,1744.000,1240.000,
4260,1744.000,1242.000,
4264,1731.000,1222.000,
4268,1727.000,1224.000,
4272,1753.000,1227.000,
4276,1737.000,1234.000,
4280,1735.000,1218.000,
4284,1736.000,1224.000,
4288,1729.000,1222.000,
4292,1734.000,1233.000,
4296,1729.000,1220.000,
4300,1722.000,1207.000,
4304,1723.000,1222.000,
4308,1728.000,1229.000,
4312,1719.000,1218.000,
4316,1711.000,1201.000,
4320,1711.000,1213.000,
4324,1717.000,1224.000,
4328,1709.000,1209.000,
4332,1704.000,1199.000,
4336,1707.000,1207.000,
4340,1715.000,1211.000,
4344,1710.000,1209.000,
4348,1700.000,1202.000,
4352,1708.000,1204.000,
4356,1707.000,1215.000,
4360,1712.000,1206.000,
4364,1703.000,1198.000,
4368,1716.000,1204.000,
4372,1713.000,1219.000,
4376,1717.000,1216.000,
4380,1727.000,1208.000,
4384,1738.000,1217.000,
4388,1760.000,1235.000,
4392,1779.000,1256.000,
4396,1808.000,1247.000,
4400,1838.000,1263.000,
4404,2606.000,1768.000,
4408,2616.000,1781.000,
4412,2604.000,1780.000,
4416,2578.000,1770.000,
4420,2566.000,1759.000,
4424,2543.000,1765.000,
4428,2524.000,1756.000,
4432,2489.000,1736.000,
4436,2449.000,1721.000,
4440,2420.000,1711.000,
4444,2388.000,1693.000,
4448,2343.000,1657.000,
4452,2307.000,1633.000,
4456,2270.000,1616.000,
4460,2232.000,1605.000,
4464,2186.000,1567.000,
4468,2145.000,1535.000,
4472,2107.000,1520.000,
4476,2079.000,1504.000,
4480,2046.000,1474.000,
4484,2007.000,1443.000,
4488,1983.000,1433.000,
4492,1963.000,1415.000,
4496,1934.000,1398.000,
4500,1898.000,1366.000,
4504,1872.000,1351.000,
4508,1864.000,1344.000,
4512,1843.000,1327.000,
4516,1809.000,1302.000,
4520,1803.000,1291.000,
4524,1795.000,1296.000,
4528,1780.000,1283.000,
4532,1763.000,1262.000,
4536,1757.000,1253.000,
4540,1753.000,1260.000,
4544,1752.000,1247.000,
4548,1730.000,1233.000,
4552,1723.000,1228.000,
4556,1734.000,1230.000,
4560,1728.000,1236.000,
4564,1716.000,1219.000,
4568,1707.000,1208.000,
4572,1707.000,1217.000,
4576,1715.000,1228.000,
4580,1708.000,1217.000,
4584,1706.000,1205.000,
4588,1709.000,1215.000,
4592,1722.000,1219.000,
4596,1724.000,1219.000,
4600,1727.000,1193.000,
4604,1732.000,1212.000,
4608,1744.000,1228.000,
4612,1742.000,1227.000,
4616,1748.000,1221.000,
4620,1758.000,1229.000,
4624,1774.000,1246.000,
4628,1775.000,1250.000,
4632,1773.000,1240.000,
4636,1779.000,1246.000,
4640,1791.000,1261.000,
4644,1793.000,1272.000,
4648,1775.000,1263.000,
4652,1763.000,1249.000,
4656,1766.000,1248.000,
4660,1758.000,1260.000,
4664,1751.000,1250.000,
4668,1737.000,1232.000,
4672,1734.000,1230.000,
4676,1735.000,1235.000,
4680,1725.000,1223.000,
4684,1712.000,1213.000,
4688,1706.000,1217.000,
4692,1705.000,1214.000,
4696,1693.000,1207.000,
4700,1683.000,1190.000,
4704,1681.000,1197.000,
4708,1671.000,1197.000,
4712,1670.000,1195.000,
4716,1665.000,1184.000,
4720,1659.000,1179.000,
4724,1655.000,1187.000,
4728,1657.000,1193.000,
4732,1650.000,1180.000,
4736,1647.000,1170.000,
4740,1654.000,1186.000,
4744,1657.000,1183.000,
4748,1651.000,1176.000,
4752,1648.000,1161.000,
4756,1653.000,1177.000,
4760,1659.000,1180.000,
4764,1660.000,1180.000,
4768,1659.000,1171.000,
4772,1656.000,1177.000,
4776,1667.000,1190.000,
4780,1662.000,1181.000,
4784,1666.000,1176.000,
4788,1677.000,1175.000,
4792,1687.000,1194.000,
4796,1679.000,1193.000,
4800,1681.000,1181.000,
4804,1736.000,1217.000,
4808,1731.000,1221.000,
4812,1741.000,1225.000,
4816,1743.000,1223.000,
4820,1736.000,1218.000,
4824,1732.000,1226.000,
4828,1739.000,1214.000,
4832,1742.000,1227.000,
4836,1733.000,1217.000,
4840,1736.000,1219.000,
4844,1739.000,1229.000,
4848,1738.000,1227.000,
4852,1729.000,1220.000,
4856,1732.000,1215.000,
4860,1733.000,1228.000,
4864,1727.000,1227.000,
4868,1724.000,1220.000,
4872,1716.000,1207.000,
4876,1723.000,1232.000,
4880,1721.000,1224.000,
4884,1713.000,1214.000,
4888,1711.000,1201.000,
4892,1710.000,1211.000,
4896,1714.000,1218.000,
4900,1704.000,1202.000,
4904,1701.000,1195.000,
4908,1711.000,1202.000,
4912,1703.000,1216.000,
4916,1700.000,1202.000,
4920,1693.000,1192.000,
4924,1704.000,1206.000,
4928,1708.000,1211.000,
4932,1701.000,1207.000,
4936,1695.000,1187.000,
4940,1699.000,1199.000,
4944,1708.000,1210.000,
4948,1706.000,1207.000,
4952,1695.000,1199.000,
4956,1697.000,1191.000,
4960,1700.000,1205.000,
4964,1898.000,1299.000,
4968,1946.000,1322.000,
4972,1982.000,1333.000,
4976,2046.000,1374.000,
4980,2101.000,1420.000,
4984,2152.000,1443.000,
4988,2208.000,1464.000,
4992,2263.000,1504.000,
4996,2323.000,1552.000,
5000,2381.000,1584.000,
5004,2432.000,1600.000,
5008,2472.000,1634.000,
5012,2527.000,1675.000,
5016,2569.000,1705.000,
5020,2593.000,1722.000,
5024,2625.000,1744.000,
5028,2666.000,1777.000,
5032,2683.000,1802.000,
5036,2692.000,1802.000,
5040,2705.000,1816.000,
5044,2707.000,1835.000,
5048,2711.000,1839.000,
5052,2706.000,1832.000,
5056,2692.000,1832.000,
5060,2680.000,1836.000,
5064,2665.000,1835.000,
5068,2636.000,1813.000,
5072,2604.000,1791.000,
5076,2572.000,1789.000,
5080,2541.000,1784.000,
5084,2491.000,1752.000,
5088,2454.000,1726.000,
5092,2411.000,1709.000,
5096,2378.000,1700.000,
5100,2337.000,1662.000,
5104,2287.000,1631.000,
5108,2250.000,1613.000,
5112,2208.000,1598.000,
5116,2170.000,1564.000,
5120,2129.000,1527.000,
5124,1778.000,1255.000,
5128,1780.000,1266.000,
5132,1774.000,1265.000,
5136,1763.000,1253.000,
5140,1762.000,1243.000,
5144,1766.000,1252.000,
5148,1769.000,1264.000,
5152,1764.000,1244.000,
5156,1762.000,1242.000,
5160,1767.000,1246.000,
5164,1777.000,1250.000,
5168,1780.000,1253.000,
5172,1768.000,1244.000,
5176,1775.000,1251.000,
5180,1788.000,1252.000,
5184,1789.000,1262.000,
5188,1800.000,1247.000,
5192,1796.000,1257.000,
5196,1807.000,1270.000,
5200,1817.000,1280.000,
5204,1811.000,1268.000,
5208,1816.000,1263.000,
5212,1830.000,1278.000,
5216,1842.000,1288.000,
5220,1834.000,1281.000,
5224,1837.000,1282.000,
5228,1839.000,1288.000,
5232,1850.000,1302.000,
5236,1847.000,1294.000,
5240,1858.000,1283.000,
5244,1853.000,1294.000,
5248,1864.000,1304.000,
5252,1847.000,1306.000,
5256,1845.000,1293.000,
5260,1849.000,1299.000,
5264,1843.000,1309.000,
5268,1832.000,1298.000,
5272,1826.000,1289.000,
5276,1831.000,1283.000,
5280,1832.000,1295.000,
5284,1812.000,1284.000,
5288,1786.000,1268.000,
5292,1797.000,1273.000,
5296,1801.000,1280.000,
5300,1785.000,1269.000,
5304,1772.000,1256.000,
5308,1761.000,1250.000,
5312,1768.000,1260.000,
5316,1759.000,1250.000,
5320,1737.000,1230.000,
5324,1736.000,1230.000,
5328,1731.000,1238.000,
5332,1728.000,1233.000,
5336,1720.000,1215.000,
5340,1705.000,1210.000,
5344,1705.000,1212.000,
5348,1702.000,1224.000,
5352,1694.000,1204.000,
5356,1677.000,1193.000,
5360,1690.000,1199.000,
5364,1695.000,1201.000,
5368,1691.000,1199.000,
5372,1696.000,1194.000,
5376,1693.000,1187.000,
5380,1701.000,1201.000,
5384,1700.000,1204.000,
5388,1701.000,1194.000,
5392,1700.000,1200.000,
5396,1712.000,1203.000,
5400,1717.000,1211.000,
5404,1720.000,1212.000,
5408,1719.000,1211.000,
5412,1725.000,1209.000,
5416,1731.000,1232.000,
5420,1732.000,1216.000,
5424,1729.000,1210.000,
5428,1742.000,1221.000,
5432,1750.000,1233.000,
5436,1742.000,1228.000,
5440,1741.000,1225.000,
5444,1744.000,1230.000,
5448,1743.000,1234.000,
5452,1766.000,1234.000,
5456,1746.000,1221.000,
5460,1746.000,1225.000,
5464,1751.000,1242.000,
5468,1752.000,1237.000,
5472,1739.000,1228.000,
5476,1744.000,1224.000,
5480,1751.000,1238.000,
5484,1755.000,1243.000,
5488,1743.000,1225.000,
5492,1737.000,1223.000,
5496,1748.000,1238.000,
5500,1750.000,1242.000,
5504,1738.000,1226.000,
5508,1742.000,1218.000,
5512,1737.000,1233.000,
5516,1740.000,1229.000,
5520,1711.000,1218.000,
5524,1705.000,1201.000,
5528,1705.000,1208.000,
5532,1717.000,1212.000,
5536,1720.000,1216.000,
5540,1712.000,1201.000,
5544,1721.000,1204.000,
5548,1728.000,1215.000,
5552,1739.000,1225.000,
5556,1753.000,1227.000,
5560,1759.000,1228.000,
5564,1800.000,1250.000,
5568,1832.000,1269.000,
5572,1847.000,1274.000,
5576,1885.000,1288.000,
5580,1939.000,1325.000,
5584,1984.000,1352.000,
5588,2026.000,1370.000,
5592,2080.000,1392.000,
5596,2129.000,1424.000,
5600,2183.000,1467.000,
5604,2238.000,1494.000,
5608,2279.000,1520.000,
5612,2339.000,1553.000,
5616,2394.000,1600.000,
5620,2444.000,1622.000,
5624,2488.000,1644.000,
5628,2536.000,1674.000,
5632,2575.000,1720.000,
5636,2618.000,1745.000,
5640,2652.000,1755.000,
5644,2674.000,1780.000,
5648,2692.000,1810.000,
5652,2711.000,1824.000,
5656,2715.000,1817.000,
5660,2707.000,1832.000,
5664,2720.000,1839.000,
5668,2712.000,1842.000,
5672,2685.000,1833.000,
5676,2663.000,1821.000,
5680,2643.000,1827.000,
5684,2615.000,1817.000,
5688,2572.000,1795.000,
5692,2536.000,1770.000,
5696,2495.000,1755.000,
5700,2467.000,1746.000,
5704,2424.000,1721.000,
5708,2372.000,1682.000,
5712,2328.000,1658.000,
5716,2284.000,1648.000,
5720,2237.000,1608.000,
5724,2182.000,1574.000,
5728,2139.000,1554.000,
5732,2107.000,1536.000,
5736,2059.000,1495.000,
5740,2021.000,1456.000,
5744,1990.000,1437.000,
5748,1950.000,1423.000,
5752,1928.000,1397.000,
5756,1888.000,1367.000,
5760,1858.000,1345.000,
5764,1674.000,1182.000,
5768,1687.000,1190.000,
5772,1696.000,1187.000,
5776,1697.000,1192.000,
5780,1716.000,1201.000,
5784,1726.000,1219.000,
5788,1735.000,1220.000,
5792,1740.000,1216.000,
5796,1758.000,1225.000,
5800,1778.000,1246.000,
5804,1784.000,1243.000,
5808,1787.000,1241.000,
5812,1800.000,1253.000,
5816,1828.000,1269.000,
5820,1825.000,1281.000,
5824,1836.000,1276.000,
5828,1846.000,1278.000,
5832,1864.000,1295.000,
5836,1869.000,1305.000,
5840,1875.000,1296.000,
5844,1875.000,1303.000,
5848,1885.000,1322.000,
5852,1896.000,1327.000,
5856,1890.000,1323.000,
5860,1888.000,1307.000,
5864,1889.000,1317.000,
5868,1894.000,1332.000,
5872,1879.000,1323.000,
5876,1875.000,1317.000,
5880,1877.000,1325.000,
5884,1874.000,1322.000,
5888,1864.000,1314.000,
5892,1849.000,1295.000,
5896,1843.000,1300.000,
5900,1843.000,1302.000,
5904,1824.000,1294.000,
5908,1800.000,1280.000,
5912,1790.000,1273.000,
5916,1787.000,1277.000,
5920,1775.000,1263.000,
5924,1635.000,1162.000,
5928,1639.000,1160.000,
5932,1646.000,1167.000,
5936,1653.000,1174.000,
5940,1650.000,1173.000,
5944,1644.000,1161.000,
5948,1658.000,1169.000,
5952,1663.000,1180.000,
5956,1672.000,1179.000,
5960,1667.000,1170.000,
5964,1674.000,1164.000,
5968,1679.000,1187.000,
5972,1689.000,1186.000,
5976,1686.000,1187.000,
5980,1698.000,1196.000,
5984,1701.000,1203.000,
5988,1709.000,1212.000,
5992,1717.000,1201.000,
5996,1721.000,1199.000,
6000,1733.000,1219.000,
6004,1742.000,1215.000,
6008,1741.000,1220.000,
6012,1742.000,1221.000,
6016,1760.000,1234.000,
6020,1756.000,1239.000,
6024,1751.000,1229.000,
6028,1758.000,1231.000,
6032,1766.000,1239.000,
6036,1776.000,1252.000,
6040,1761.000,1244.000,
6044,1768.000,1236.000,
6048,1759.000,1248.000,
6052,1769.000,1246.000,
6056,1759.000,1244.000,
6060,1753.000,1236.000,
6064,1759.000,1239.000,
6068,1764.000,1243.000,
6072,1754.000,1245.000,
6076,1750.000,1233.000,
6080,1751.000,1242.000,
6084,1914.000,1314.000,
6088,1951.000,1335.000,
6092,1984.000,1352.000,
6096,2019.000,1370.000,
6100,2070.000,1401.000,
6104,2112.000,1427.000,
6108,2154.000,1449.000,
6112,2195.000,1474.000,
6116,2241.000,1499.000,
6120,2294.000,1539.000,
6124,2318.000,1564.000,
6128,2362.000,1580.000,
6132,2404.000,1609.000,
6136,2440.000,1641.000,
6140,2473.000,1655.000,
6144,2492.000,1659.000,
6148,2520.000,1688.000,
6152,2535.000,1715.000,
6156,2545.000,1724.000,
6160,2546.000,1724.000,
6164,2545.000,1732.000,
6168,2561.000,1747.000,
6172,2552.000,1756.000,
6176,2529.000,1736.000,
6180,2514.000,1728.000,
6184,2494.000,1733.000,
6188,2469.000,1724.000,
6192,2433.000,1704.000,
6196,2396.000,1678.000,
6200,2372.000,1673.000,
6204,2337.000,1660.000,
6208,2296.000,1625.000,
6212,2251.000,1602.000,
6216,2223.000,1587.000,
6220,2186.000,1575.000,
6224,2139.000,1542.000,
6228,2099.000,1509.000,
6232,2060.000,1486.000,
6236,2027.000,1474.000,
6240,1990.000,1439.000,
6244,1947.000,1403.000,
6248,1915.000,1394.000,
6252,1881.000,1371.000,
6256,1857.000,1350.000,
6260,1824.000,1318.000,
6264,1810.000,1306.000,
6268,1784.000,1291.000,
6272,1766.000,1274.000,
6276,1742.000,1247.000,
6280,1726.000,1238.000,
6284,1712.000,1238.000,
6288,1693.000,1230.000,
6292,1675.000,1203.000,
6296,1663.000,1197.000,
6300,1651.000,1193.000,
6304,1647.000,1196.000,
6308,1635.000,1174.000,
6312,1625.000,1162.000,
6316,1634.000,1171.000,
6320,1632.000,1172.000,
6324,1823.000,1272.000,
6328,1832.000,1265.000,
6332,1839.000,1273.000,
6336,1861.000,1292.000,
6340,1860.000,1307.000,
6344,1866.000,1296.000,
6348,1858.000,1297.000,
6352,1865.000,1307.000,
6356,1869.000,1310.000,
6360,1864.000,1305.000,
6364,1866.000,1299.000,
6368,1870.000,1310.000,
6372,1861.000,1321.000,
6376,1845.000,1300.000,
6380,1845.000,1295.000,
6384,1844.000,1303.000,
6388,1846.000,1307.000,
6392,1828.000,1289.000,
6396,1816.000,1277.000,
6400,1812.000,1288.000,
6404,1805.000,1290.000,
6408,1788.000,1273.000,
6412,1773.000,1254.000,
6416,1758.000,1253.000,
6420,1764.000,1255.000,
6424,1750.000,1241.000,
6428,1735.000,1230.000,
6432,1727.000,1228.000,
6436,1731.000,1229.000,
6440,1720.000,1219.000,
6444,1695.000,1204.000,
6448,1690.000,1197.000,
6452,1691.000,1208.000,
6456,1684.000,1206.000,
6460,1680.000,1185.000,
6464,1665.000,1175.000,
6468,1664.000,1192.000,
6472,1660.000,1187.000,
6476,1649.000,1169.000,
6480,1639.000,1168.000,
6484,1661.000,1171.000,
6488,1667.000,1184.000,
6492,1678.000,1192.000,
6496,1684.000,1184.000,
6500,1677.000,1182.000,
6504,1698.000,1195.000,
6508,1704.000,1199.000,
6512,1704.000,1193.000,
6516,1708.000,1202.000,
6520,1718.000,1213.000,
6524,1729.000,1224.000,
6528,1733.000,1208.000,
6532,1727.000,1212.000,
6536,1739.000,1219.000,
6540,1745.000,1225.000,
6544,1743.000,1226.000,
6548,1738.000,1217.000,
6552,1753.000,1237.000,
6556,1764.000,1239.000,
6560,1754.000,1230.000,
6564,1743.000,1226.000,
6568,1757.000,1232.000,
6572,1764.000,1243.000,
6576,1757.000,1234.000,
6580,1752.000,1224.000,
6584,1756.000,1234.000,
6588,1760.000,1248.000,
6592,1755.000,1240.000,
6596,1757.000,1234.000,
6600,1754.000,1240.000,
6604,1761.000,1243.000,
6608,1755.000,1239.000,
6612,1756.000,1234.000,
6616,1757.000,1229.000,
6620,1771.000,1254.000,
6624,1767.000,1256.000,
6628,1793.000,1248.000,
6632,1803.000,1256.000,
6636,1832.000,1281.000,
6640,1855.000,1287.000,
6644,1884.000,1292.000,
6648,1911.000,1306.000,
6652,1950.000,1331.000,
6656,2000.000,1355.000,
6660,2029.000,1373.000,
6664,2068.000,1395.000,
6668,2125.000,1426.000,
6672,2181.000,1464.000,
6676,2227.000,1483.000,
6680,2267.000,1520.000,
6684,2328.000,1548.000,
6688,2378.000,1589.000,
6692,2419.000,1618.000,
6696,2459.000,1630.000,
6700,2510.000,1672.000,
6704,2560.000,1703.000,
6708,2588.000,1732.000,
6712,2612.000,1740.000,
6716,2641.000,1759.000,
6720,2667.000,1800.000,
6724,2112.000,1537.000,
6728,2072.000,1506.000,
6732,2036.000,1459.000,
6736,2000.000,1454.000,
6740,1978.000,1440.000,
6744,1939.000,1412.000,
6748,1915.000,1369.000,
6752,1889.000,1366.000,
6756,1875.000,1358.000,
6760,1852.000,1333.000,
6764,1824.000,1311.000,
6768,1809.000,1301.000,
6772,1794.000,1297.000,
6776,1783.000,1282.000,
6780,1764.000,1259.000,
6784,1747.000,1248.000,
6788,1735.000,1257.000,
6792,1728.000,1242.000,
6796,1712.000,1218.000,
6800,1700.000,1218.000,
6804,1706.000,1218.000,
6808,1697.000,1211.000,
6812,1680.000,1203.000,
6816,1680.000,1193.000,
6820,1682.000,1198.000,
6824,1688.000,1199.000,
6828,1671.000,1184.000,
6832,1684.000,1183.000,
6836,1681.000,1200.000,
6840,1690.000,1200.000,
6844,1693.000,1200.000,
6848,1687.000,1190.000,
6852,1706.000,1202.000,
6856,1710.000,1210.000,
6860,1710.000,1211.000,
6864,1718.000,1208.000,
6868,1732.000,1211.000,
6872,1743.000,1232.000,
6876,1751.000,1225.000,
6880,1757.000,1227.000,
6884,1832.000,1289.000,
6888,1823.000,1290.000,
6892,1827.000,1276.000,
6896,1811.000,1284.000,
6900,1798.000,1269.000,
6904,1799.000,1274.000,
6908,1788.000,1275.000,
6912,1775.000,1258.000,
6916,1755.000,1244.000,
6920,1751.000,1246.000,
6924,1750.000,1252.000,
6928,1734.000,1232.000,
6932,1713.000,1222.000,
6936,1713.000,1215.000,
6940,1707.000,1223.000,
6944,1691.000,1215.000,
6948,1673.000,1200.000,
6952,1684.000,1198.000,
6956,1675.000,1205.000,
6960,1670.000,1193.000,
6964,1655.000,1181.000,
6968,1654.000,1179.000,
6972,1654.000,1187.000,
6976,1645.000,1184.000,
6980,1642.000,1168.000,
6984,1641.000,1166.000,
6988,1644.000,1167.000,
6992,1641.000,1177.000,
6996,1633.000,1168.000,
7000,1631.000,1160.000,
7004,1640.000,1162.000,
7008,1642.000,1173.000,
7012,1638.000,1155.000,
7016,1640.000,1154.000,
7020,1641.000,1163.000,
7024,1647.000,1177.000,
7028,1646.000,1170.000,
7032,1649.000,1162.000,
7036,1659.000,1172.000,
7040,1669.000,1183.000,
7044,1722.000,1217.000,
7048,1714.000,1212.000,
7052,1714.000,1197.000,
7056,1726.000,1219.000,
7060,1725.000,1223.000,
7064,1728.000,1210.000,
7068,1728.000,1210.000,
7072,1734.000,1224.000,
7076,1735.000,1231.000,
7080,1733.000,1219.000,
7084,1734.000,1215.000,
7088,1737.000,1221.000,
7092,1744.000,1233.000,
7096,1735.000,1227.000,
7100,1732.000,1211.000,
7104,1740.000,1223.000,
7108,1738.000,1233.000,
7112,1736.000,1225.000,
7116,1724.000,1220.000,
7120,1721.000,1216.000,
7124,1753.000,1226.000,
7128,1725.000,1224.000,
7132,1711.000,1209.000,
7136,1716.000,1207.000,
7140,1739.000,1227.000,
7144,1713.000,1219.000,
7148,1710.000,1208.000,
7152,1705.000,1203.000,
7156,1714.000,1214.000,
7160,1721.000,1220.000,
7164,1719.000,1210.000,
7168,1735.000,1213.000,
7172,1752.000,1232.000,
7176,1776.000,1246.000,
7180,1794.000,1247.000,
7184,1823.000,1256.000,
7188,1867.000,1281.000,
7192,1903.000,1312.000,
7196,1943.000,1326.000,
7200,1983.000,1345.000,
7204,2713.000,1839.000,
7208,2705.000,1845.000,
7212,2685.000,1848.000,
7216,2652.000,1830.000,
7220,2625.000,1809.000,
7224,2616.000,1805.000,
7228,2561.000,1789.000,
7232,2511.000,1759.000,
7236,2460.000,1734.000,
7240,2421.000,1716.000,
7244,2375.000,1704.000,
7248,2333.000,1668.000,
7252,2281.000,1623.000,
7256,2245.000,1616.000,
7260,2206.000,1596.000,
7264,2160.000,1560.000,
7268,2119.000,1525.000,
7272,2095.000,1506.000,
7276,2056.000,1496.000,
7280,2026.000,1467.000,
7284,1952.000,1431.000,
7288,1962.000,1420.000,
7292,1939.000,1411.000,
7296,1918.000,1383.000,
7300,1889.000,1347.000,
7304,1869.000,1334.000,
7308,1857.000,1338.000,
7312,1833.000,1319.000,
7316,1816.000,1300.000,
7320,1800.000,1284.000,
7324,1800.000,1287.000,
7328,1790.000,1283.000,
7332,1773.000,1261.000,
7336,1760.000,1256.000,
7340,1757.000,1253.000,
7344,1749.000,1253.000,
7348,1741.000,1238.000,
7352,1725.000,1226.000,
7356,1720.000,1224.000,
7360,1715.000,1240.000,
7364,1807.000,1271.000,
7368,1810.000,1261.000,
7372,1812.000,1261.000,
7376,1822.000,1272.000,
7380,1833.000,1283.000,
7384,1829.000,1271.000,
7388,1829.000,1274.000,
7392,1835.000,1288.000,
7396,1843.000,1297.000,
7400,1842.000,1289.000,
7404,1842.000,1288.000,
7408,1839.000,1290.000,
7412,1848.000,1302.000,
7416,1843.000,1292.000,
7420,1833.000,1279.000,
7424,1827.000,1288.000,
7428,1821.000,1291.000,
7432,1824.000,1286.000,
7436,1803.000,1274.000,
7440,1808.000,1275.000,
7444,1797.000,1281.000,
7448,1787.000,1274.000,
7452,1774.000,1256.000,
7456,1759.000,1251.000,
7460,1770.000,1255.000,
7464,1760.000,1255.000,
7468,1741.000,1235.000,
7472,1762.000,1229.000,
7476,1722.000,1234.000,
7480,1710.000,1227.000,
7484,1700.000,1216.000,
7488,1690.000,1204.000,
7492,1682.000,1206.000,
7496,1680.000,1200.000,
7500,1666.000,1188.000,
7504,1654.000,1180.000,
7508,1658.000,1182.000,
7512,1657.000,1187.000,
7516,1648.000,1176.000,
7520,1652.000,1168.000,
7524,1684.000,1185.000,
7528,1704.000,1203.000,
7532,1704.000,1205.000,
7536,1702.000,1191.000,
7540,1694.000,1196.000,
7544,1704.000,1212.000,
7548,1707.000,1216.000,
7552,1709.000,1205.000,
7556,1706.000,1194.000,
7560,1703.000,1204.000,
7564,1711.000,1216.000,
7568,1709.000,1208.000,
7572,1728.000,1199.000,
7576,1711.000,1206.000,
7580,1718.000,1212.000,
7584,1710.000,1211.000,
7588,1712.000,1206.000,
7592,1710.000,1207.000,
7596,1722.000,1218.000,
7600,1714.000,1216.000,
7604,1711.000,1199.000,
7608,1707.000,1205.000,
7612,1711.000,1221.000,
7616,1720.000,1214.000,
7620,1699.000,1201.000,
7624,1712.000,1205.000,
7628,1711.000,1220.000,
7632,1716.000,1213.000,
7636,1712.000,1205.000,
7640,1708.000,1199.000,
7644,1711.000,1212.000,
7648,1713.000,1212.000,
7652,1695.000,1200.000,
7656,1708.000,1197.000,
7660,1706.000,1211.000,
7664,1706.000,1208.000,
7668,1698.000,1202.000,
7672,1697.000,1191.000,
7676,1692.000,1201.000,
7680,1695.000,1210.000,
7684,1709.000,1212.000,
7688,1712.000,1202.000,
7692,1719.000,1207.000,
7696,1712.000,1226.000,
7700,1756.000,1230.000,
7704,1772.000,1231.000,
7708,1835.000,1240.000,
7712,1833.000,1268.000,
7716,1880.000,1292.000,
7720,1907.000,1308.000,
7724,1959.000,1321.000,
7728,2012.000,1361.000,
7732,2067.000,1393.000,
7736,2128.000,1422.000,
7740,2174.000,1443.000,
7744,2238.000,1485.000,
7748,2308.000,1536.000,
7752,2351.000,1564.000,
7756,2411.000,1590.000,
7760,2472.000,1637.000,
7764,2533.000,1676.000,
7768,2575.000,1707.000,
7772,2624.000,1722.000,
7776,2665.000,1764.000,
7780,2708.000,1793.000,
7784,2740.000,1821.000,
7788,2754.000,1826.000,
7792,2767.000,1840.000,
7796,2792.000,1863.000,
7800,2781.000,1879.000,
7804,2782.000,1874.000,
7808,2772.000,1880.000,
7812,2761.000,1888.000,
7816,2749.000,1880.000,
7820,2715.000,1864.000,
7824,2689.000,1849.000,
7828,2655.000,1844.000,
7832,2625.000,1832.000,
7836,2566.000,1798.000,
7840,2527.000,1772.000,
7844,2483.000,1753.000,
7848,2444.000,1737.000,
7852,2392.000,1695.000,
7856,2344.000,1668.000,
7860,2297.000,1647.000,
7864,2252.000,1625.000,
7868,2205.000,1594.000,
7872,2150.000,1550.000,
7876,2114.000,1532.000,
7880,2079.000,1517.000,
7884,2037.000,1482.000,
7888,1997.000,1445.000,
7892,1963.000,1430.000,
7896,1941.000,1419.000,
7900,1913.000,1391.000,
7904,1881.000,1368.000,
7908,1857.000,1340.000,
7912,1843.000,1336.000,
7916,1820.000,1312.000,
7920,1796.000,1300.000,
7924,1711.000,1202.000,
7928,1719.000,1206.000,
7932,1730.000,1224.000,
7936,1742.000,1217.000,
7940,1737.000,1214.000,
7944,1745.000,1224.000,
7948,1768.000,1238.000,
7952,1765.000,1244.000,
7956,1784.000,1235.000,
7960,1784.000,1240.000,
7964,1802.000,1264.000,
7968,1803.000,1266.000,
7972,1807.000,1253.000,
7976,1815.000,1255.000,
7980,1830.000,1282.000,
7984,1837.000,1288.000,
7988,1841.000,1275.000,
7992,1840.000,1283.000,
7996,1853.000,1300.000,
8000,1857.000,1304.000,
8004,1856.000,1293.000,
8008,1862.000,1297.000,
8012,1865.000,1304.000,
8016,1872.000,1318.000,
8020,1862.000,1304.000,
