Timestamp,Analog1_chA,Analog1_chB 
21272,3512.000,2335.000,
21276,3514.000,2351.000,
21280,3543.000,2348.000,
21284,3516.000,2326.000,
21288,3515.000,2333.000,
21292,3513.000,2348.000,
21296,3514.000,2345.000,
21300,3512.000,2324.000,
21304,3512.000,2327.000,
21308,3513.000,2346.000,
21312,3511.000,2346.000,
21316,3513.000,2330.000,
21320,3509.000,2325.000,
21324,3512.000,2344.000,
21328,3415.000,2320.000,
21332,3160.000,2207.000,
21336,2871.000,2098.000,
21340,2555.000,1981.000,
21344,2257.000,1837.000,
21348,1961.000,1659.000,
21352,1678.000,1481.000,
21356,1427.000,1345.000,
21360,1214.000,1200.000,
21364,3070.000,1909.000,
21368,3155.000,1948.000,
21372,3234.000,2017.000,
21376,3268.000,2076.000,
21380,3284.000,2110.000,
21384,3282.000,2121.000,
21388,3256.000,2120.000,
21392,3212.000,2131.000,
21396,3139.000,2122.000,
21400,3041.000,2074.000,
21404,2931.000,2029.000,
21408,2806.000,1993.000,
21412,2667.000,1943.000,
21416,2527.000,1866.000,
21420,2383.000,1780.000,
21424,2237.000,1709.000,
21428,2063.000,1630.000,
21432,1896.000,1510.000,
21436,1698.000,1394.000,
21440,1501.000,1281.000,
21444,1317.000,1194.000,
21448,1138.000,1062.000,
21452,950.000,919.000,
21456,788.000,811.000,
21460,640.000,728.000,
21464,509.000,615.000,
21468,420.000,517.000,
21472,352.000,456.000,
21476,324.000,421.000,
21480,355.000,391.000,
21484,417.000,376.000,
21488,520.000,401.000,
21492,664.000,480.000,
21496,845.000,560.000,
21500,1060.000,641.000,
21504,1307.000,766.000,
21508,1594.000,927.000,
21512,1877.000,1096.000,
21516,2224.000,1248.000,
21520,2561.000,1429.000,
21524,3514.000,2336.000,
21528,3514.000,2352.000,
21532,3511.000,2357.000,
21536,3509.000,2338.000,
21540,3508.000,2338.000,
21544,3511.000,2360.000,
21548,3516.000,2361.000,
21552,3515.000,2338.000,
21556,3510.000,2343.000,
21560,3512.000,2360.000,
21564,3517.000,2363.000,
21568,3512.000,2345.000,
21572,3512.000,2344.000,
21576,3513.000,2360.000,
21580,3506.000,2369.000,
21584,3364.000,2300.000,
21588,3211.000,2236.000,
21592,3069.000,2194.000,
21596,2892.000,2124.000,
21600,2692.000,2015.000,
21604,2498.000,1905.000,
21608,2315.000,1815.000,
21612,2170.000,1736.000,
21616,2032.000,1622.000,
21620,1887.000,1511.000,
21624,1765.000,1440.000,
21628,1658.000,1376.000,
21632,1562.000,1296.000,
21636,1490.000,1205.000,
21640,1416.000,1154.000,
21644,1371.000,1124.000,
21648,1355.000,1085.000,
21652,1362.000,1043.000,
21656,1383.000,1040.000,
21660,1448.000,1058.000,
21664,1511.000,1092.000,
21668,1618.000,1109.000,
21672,1746.000,1168.000,
21676,1909.000,1250.000,
21680,2078.000,1337.000,
21684,3513.000,2337.000,
21688,3513.000,2317.000,
21692,3512.000,2319.000,
21696,3510.000,2347.000,
21700,3518.000,2340.000,
21704,3511.000,2322.000,
21708,3519.000,2322.000,
21712,3517.000,2346.000,
21716,3516.000,2342.000,
21720,3518.000,2329.000,
21724,3505.000,2313.000,
21728,3518.000,2345.000,
21732,3510.000,2353.000,
21736,3515.000,2330.000,
21740,3512.000,2328.000,
21744,3510.000,2344.000,
21748,3470.000,2339.000,
21752,3411.000,2304.000,
21756,3339.000,2264.000,
21760,3253.000,2243.000,
21764,3147.000,2210.000,
21768,3030.000,2143.000,
21772,2896.000,2071.000,
21776,2749.000,2016.000,
21780,2601.000,1950.000,
21784,2435.000,1857.000,
21788,2282.000,1765.000,
21792,2124.000,1666.000,
21796,1987.000,1592.000,
21800,1834.000,1484.000,
21804,1682.000,1378.000,
21808,1548.000,1283.000,
21812,1414.000,1215.000,
21816,1327.000,1135.000,
21820,1258.000,1053.000,
21824,1214.000,1002.000,
21828,1202.000,984.000,
21832,1216.000,970.000,
21836,1261.000,952.000,
21840,1331.000,963.000,
21844,3514.000,2298.000,
21848,3509.000,2321.000,
21852,3513.000,2315.000,
21856,3518.000,2309.000,
21860,3511.000,2312.000,
21864,3517.000,2332.000,
21868,3521.000,2340.000,
21872,3515.000,2311.000,
21876,3511.000,2316.000,
21880,3512.000,2330.000,
21884,3514.000,2334.000,
21888,3508.000,2315.000,
21892,3407.000,2281.000,
21896,3290.000,2254.000,
21900,3158.000,2213.000,
21904,3022.000,2135.000,
21908,2882.000,2059.000,
21912,2730.000,2003.000,
21916,2593.000,1942.000,
21920,2448.000,1843.000,
21924,2315.000,1752.000,
21928,2185.000,1686.000,
21932,2075.000,1621.000,
21936,1988.000,1552.000,
21940,1913.000,1460.000,
21944,1840.000,1423.000,
21948,1786.000,1387.000,
21952,1750.000,1329.000,
21956,1715.000,1280.000,
21960,1697.000,1267.000,
21964,1687.000,1262.000,
21968,1682.000,1236.000,
21972,1687.000,1212.000,
21976,1711.000,1225.000,
21980,1727.000,1246.000,
21984,1755.000,1249.000,
21988,1814.000,1253.000,
21992,1871.000,1281.000,
21996,1945.000,1326.000,
22000,2010.000,1363.000,
22004,2101.000,1387.000,
22008,2196.000,1435.000,
22012,2292.000,1506.000,
22016,2391.000,1574.000,
22020,2495.000,1616.000,
22024,2603.000,1664.000,
22028,2710.000,1741.000,
22032,2809.000,1818.000,
22036,2921.000,1867.000,
22040,3028.000,1913.000,
22044,3120.000,1988.000,
22048,3207.000,2053.000,
22052,3291.000,2086.000,
22056,3381.000,2129.000,
22060,3477.000,2191.000,
22064,3511.000,2243.000,
22068,3503.000,2256.000,
22072,3511.000,2253.000,
22076,3516.000,2276.000,
22080,3515.000,2305.000,
22084,1633.000,1246.000,
22088,1624.000,1206.000,
22092,1632.000,1184.000,
22096,1651.000,1195.000,
22100,1691.000,1220.000,
22104,1758.000,1224.000,
22108,1834.000,1239.000,
22112,1922.000,1290.000,
22116,2023.000,1351.000,
22120,2124.000,1400.000,
22124,2239.000,1445.000,
22128,2365.000,1524.000,
22132,2489.000,1611.000,
22136,2615.000,1677.000,
22140,2735.000,1719.000,
22144,2861.000,1813.000,
22148,2964.000,1897.000,
22152,3062.000,1960.000,
22156,3158.000,2006.000,
22160,3227.000,2050.000,
22164,2076.000,1548.000,
22168,2032.000,1521.000,
22172,1989.000,1479.000,
22176,1963.000,1439.000,
22180,1968.000,1426.000,
22184,1985.000,1444.000,
22188,2022.000,1444.000,
22192,2075.000,1432.000,
22196,2143.000,1465.000,
22200,2239.000,1515.000,
22204,2344.000,1567.000,
22208,2462.000,1603.000,
22212,2591.000,1670.000,
22216,2727.000,1756.000,
22220,2868.000,1830.000,
22224,3015.000,1892.000,
22228,3147.000,1955.000,
22232,3292.000,2043.000,
22236,3414.000,2134.000,
22240,3505.000,2178.000,
22244,3510.000,2206.000,
22248,3511.000,2251.000,
22252,3514.000,2288.000,
22256,3503.000,2288.000,
22260,3513.000,2296.000,
22264,3517.000,2315.000,
22268,3517.000,2341.000,
22272,3514.000,2344.000,
22276,3515.000,2330.000,
22280,3515.000,2345.000,
22284,3522.000,2372.000,
22288,3509.000,2359.000,
22292,3514.000,2345.000,
22296,3512.000,2348.000,
22300,3472.000,2351.000,
22304,3379.000,2317.000,
22308,3284.000,2266.000,
22312,3163.000,2228.000,
22316,3030.000,2177.000,
22320,2889.000,2114.000,
22324,1932.000,1283.000,
22328,2035.000,1323.000,
22332,2159.000,1406.000,
22336,2282.000,1484.000,
22340,2400.000,1550.000,
22344,2517.000,1603.000,
22348,2634.000,1679.000,
22352,2747.000,1759.000,
22356,2844.000,1823.000,
22360,2938.000,1861.000,
22364,2999.000,1915.000,
22368,3076.000,1988.000,
22372,3134.000,2024.000,
22376,3165.000,2038.000,
22380,3191.000,2063.000,
22384,3212.000,2104.000,
22388,3219.000,2114.000,
22392,3194.000,2106.000,
22396,3166.000,2104.000,
22400,3132.000,2113.000,
22404,3076.000,2102.000,
22408,3013.000,2070.000,
22412,2931.000,2040.000,
22416,2847.000,2010.000,
22420,2763.000,1982.000,
22424,2669.000,1923.000,
22428,2578.000,1865.000,
22432,2489.000,1832.000,
22436,2393.000,1783.000,
22440,2305.000,1719.000,
22444,2223.000,1656.000,
22448,2151.000,1616.000,
22452,2107.000,1587.000,
22456,2067.000,1548.000,
22460,2035.000,1497.000,
22464,2025.000,1481.000,
22468,2017.000,1482.000,
22472,2040.000,1475.000,
22476,2062.000,1457.000,
22480,2109.000,1476.000,
22484,3074.000,2076.000,
22488,3035.000,2078.000,
22492,2991.000,2054.000,
22496,2932.000,2030.000,
22500,2867.000,2010.000,
22504,2804.000,1996.000,
22508,2734.000,1958.000,
22512,2667.000,1903.000,
22516,2594.000,1862.000,
22520,2524.000,1840.000,
22524,2458.000,1786.000,
22528,2388.000,1726.000,
22532,2322.000,1689.000,
22536,2264.000,1664.000,
22540,2207.000,1620.000,
22544,2163.000,1564.000,
22548,2136.000,1542.000,
22552,2117.000,1545.000,
22556,2111.000,1528.000,
22560,2111.000,1494.000,
22564,2128.000,1486.000,
22568,2147.000,1503.000,
22572,2188.000,1512.000,
22576,2226.000,1507.000,
22580,2282.000,1531.000,
22584,2338.000,1576.000,
22588,2400.000,1615.000,
22592,2464.000,1640.000,
22596,2530.000,1667.000,
22600,2593.000,1720.000,
22604,2672.000,1767.000,
22608,2734.000,1810.000,
22612,2800.000,1827.000,
22616,2863.000,1879.000,
22620,2925.000,1919.000,
22624,2975.000,1952.000,
22628,3026.000,1968.000,
22632,3055.000,2005.000,
22636,3087.000,2041.000,
22640,3107.000,2053.000,
22644,2312.000,1657.000,
22648,2285.000,1629.000,
22652,2270.000,1623.000,
22656,2266.000,1629.000,
22660,2264.000,1613.000,
22664,2284.000,1596.000,
22668,2282.000,1608.000,
22672,2309.000,1611.000,
22676,2346.000,1624.000,
22680,2368.000,1624.000,
22684,2407.000,1644.000,
22688,2449.000,1684.000,
22692,2509.000,1704.000,
22696,2549.000,1707.000,
22700,2608.000,1735.000,
22704,2647.000,1785.000,
22708,2697.000,1813.000,
22712,2744.000,1815.000,
22716,2780.000,1850.000,
22720,2820.000,1887.000,
22724,2851.000,1914.000,
22728,2882.000,1919.000,
22732,2905.000,1927.000,
22736,2920.000,1964.000,
22740,2933.000,1977.000,
22744,2937.000,1966.000,
22748,2933.000,1969.000,
22752,2924.000,1982.000,
22756,2914.000,1983.000,
22760,2893.000,1972.000,
22764,2863.000,1958.000,
22768,2839.000,1962.000,
22772,2801.000,1954.000,
22776,2767.000,1931.000,
22780,2729.000,1893.000,
22784,2693.000,1884.000,
22788,2652.000,1876.000,
22792,2623.000,1851.000,
22796,2578.000,1813.000,
22800,2552.000,1806.000,
22804,2799.000,1895.000,
22808,2745.000,1895.000,
22812,2707.000,1869.000,
22816,2645.000,1831.000,
22820,2615.000,1831.000,
22824,2633.000,1839.000,
22828,2688.000,1848.000,
22832,2869.000,1883.000,
22836,3149.000,1997.000,
22840,3415.000,2117.000,
22844,3508.000,2177.000,
22848,3520.000,2208.000,
22852,3512.000,2230.000,
22856,3507.000,2272.000,
22860,3514.000,2286.000,
22864,3370.000,2231.000,
22868,3329.000,2223.000,
22872,3432.000,2269.000,
22876,3519.000,2303.000,
22880,3518.000,2297.000,
22884,3528.000,2312.000,
22888,3517.000,2326.000,
22892,3520.000,2328.000,
22896,3520.000,2323.000,
22900,3517.000,2318.000,
22904,3519.000,2330.000,
22908,3523.000,2348.000,
22912,3519.000,2332.000,
22916,3523.000,2332.000,
22920,3521.000,2346.000,
22924,3515.000,2348.000,
22928,3517.000,2340.000,
22932,3523.000,2335.000,
22936,3523.000,2354.000,
22940,3526.000,2363.000,
22944,3518.000,2352.000,
22948,3518.000,2335.000,
22952,3526.000,2346.000,
22956,3519.000,2361.000,
22960,3524.000,2352.000,
22964,3519.000,2330.000,
22968,3523.000,2328.000,
22972,3519.000,2340.000,
22976,3519.000,2355.000,
22980,3528.000,2344.000,
22984,3522.000,2327.000,
22988,3521.000,2343.000,
22992,3520.000,2356.000,
22996,3524.000,2345.000,
23000,3521.000,2331.000,
23004,3519.000,2343.000,
23008,3521.000,2368.000,
23012,3522.000,2347.000,
23016,3518.000,2333.000,
23020,3522.000,2346.000,
23024,3521.000,2356.000,
23028,3516.000,2351.000,
23032,3519.000,2331.000,
23036,3521.000,2335.000,
23040,3520.000,2357.000,
23044,3518.000,2347.000,
23048,3519.000,2336.000,
23052,3524.000,2344.000,
23056,3517.000,2354.000,
23060,3519.000,2362.000,
23064,3524.000,2344.000,
23068,3515.000,2338.000,
23072,3522.000,2357.000,
23076,3523.000,2360.000,
23080,3519.000,2346.000,
23084,3519.000,2338.000,
23088,3519.000,2349.000,
23092,3517.000,2361.000,
23096,3521.000,2343.000,
23100,3519.000,2336.000,
23104,3518.000,2346.000,
23108,3520.000,2364.000,
23112,3524.000,2346.000,
23116,3517.000,2344.000,
23120,3516.000,2349.000,
23124,47872.000,11533.000,
23128,49152.000,8717.000,
23132,49408.000,8717.000,
23136,50176.000,11533.000,
23140,48128.000,13069.000,
23144,52992.000,9229.000,
23148,47360.000,6413.000,
23152,31744.000,31868.000,
23156,0.000,0.000,
23160,0.000,0.000,
23164,0.000,0.000,
23168,0.000,0.000,
23172,0.000,0.000,
23176,0.000,0.000,
23180,0.000,0.000,
23184,0.000,0.000,
23188,0.000,0.000,
23192,0.000,0.000,
23196,0.000,0.000,
23200,0.000,0.000,
23204,3521.000,2331.000,
23208,3530.000,2360.000,
23212,3515.000,2384.000,
23216,3518.000,2377.000,
23220,3529.000,2364.000,
23224,3525.000,2358.000,
23228,3526.000,2358.000,
23232,3528.000,2348.000,
23236,3529.000,2326.000,
23240,3517.000,2339.000,
23244,3515.000,2341.000,
23248,3520.000,2304.000,
23252,3522.000,2280.000,
23256,3514.000,2266.000,
23260,3527.000,2281.000,
23264,3520.000,2272.000,
23268,3520.000,2239.000,
23272,3519.000,2236.000,
23276,3521.000,2242.000,
23280,3521.000,2239.000,
23284,3513.000,2240.000,
23288,3518.000,2222.000,
23292,3518.000,2262.000,
23296,3507.000,2269.000,
23300,3510.000,2244.000,
23304,3520.000,2254.000,
23308,3511.000,2271.000,
23312,3504.000,2309.000,
23316,3522.000,2278.000,
23320,2607.000,1998.000,
23324,1837.000,1680.000,
23328,1169.000,1357.000,
23332,636.000,1017.000,
23336,222.000,709.000,
23340,3.000,536.000,
23344,6.000,461.000,
23348,2.000,368.000,
23352,1.000,259.000,
23356,3.000,207.000,
23360,0.000,184.000,
23364,3511.000,2201.000,
23368,3510.000,2208.000,
23372,3522.000,2185.000,
23376,3520.000,2227.000,
23380,3517.000,2246.000,
23384,3524.000,2215.000,
23388,3515.000,2167.000,
23392,3520.000,2189.000,
23396,3518.000,2239.000,
23400,3519.000,2254.000,
23404,3519.000,2245.000,
23408,3511.000,2271.000,
23412,3515.000,2355.000,
23416,3517.000,2363.000,
23420,3516.000,2393.000,
23424,3521.000,2468.000,
23428,3511.000,2521.000,
23432,3519.000,2509.000,
23436,3518.000,2451.000,
23440,3519.000,2414.000,
23444,3514.000,2430.000,
23448,3528.000,2406.000,
23452,3528.000,2348.000,
23456,3528.000,2328.000,
23460,3525.000,2365.000,
23464,3534.000,2374.000,
23468,3517.000,2318.000,
23472,3522.000,2276.000,
23476,3511.000,2296.000,
23480,3519.000,2312.000,
23484,3515.000,2255.000,
23488,3519.000,2215.000,
23492,3520.000,2239.000,
23496,3517.000,2271.000,
23500,3517.000,2236.000,
23504,3520.000,2196.000,
23508,3524.000,2196.000,
23512,3515.000,2193.000,
23516,3521.000,2146.000,
23520,3527.000,2073.000,
23524,3515.000,2364.000,
23528,3523.000,2402.000,
23532,3520.000,2419.000,
23536,3522.000,2385.000,
23540,3516.000,2352.000,
23544,3520.000,2377.000,
23548,3519.000,2407.000,
23552,3513.000,2378.000,
23556,3524.000,2331.000,
23560,3528.000,2362.000,
23564,3523.000,2402.000,
23568,3524.000,2374.000,
23572,3528.000,2336.000,
23576,3515.000,2360.000,
23580,3520.000,2416.000,
23584,3517.000,2392.000,
23588,3520.000,2335.000,
23592,3522.000,2355.000,
23596,3517.000,2417.000,
23600,3528.000,2416.000,
23604,3530.000,2364.000,
23608,3519.000,2312.000,
23612,3519.000,2335.000,
23616,3520.000,2391.000,
23620,3520.000,2357.000,
23624,3517.000,2289.000,
23628,3519.000,2324.000,
23632,3527.000,2352.000,
23636,3518.000,2336.000,
23640,3516.000,2293.000,
23644,3522.000,2304.000,
23648,3525.000,2365.000,
23652,3439.000,2333.000,
23656,3377.000,2263.000,
23660,3319.000,2235.000,
23664,3246.000,2257.000,
23668,3166.000,2231.000,
23672,3103.000,2138.000,
23676,3015.000,2080.000,
23680,2943.000,2089.000,
23684,829.000,751.000,
23688,774.000,685.000,
23692,734.000,604.000,
23696,720.000,584.000,
23700,747.000,603.000,
23704,817.000,607.000,
23708,925.000,591.000,
23712,1087.000,645.000,
23716,1297.000,770.000,
23720,1523.000,877.000,
23724,1786.000,958.000,
23728,2053.000,1081.000,
23732,2320.000,1255.000,
23736,2572.000,1406.000,
23740,2830.000,1508.000,
23744,3062.000,1606.000,
23748,3265.000,1770.000,
23752,3455.000,1924.000,
23756,3515.000,1976.000,
23760,3525.000,1997.000,
23764,3515.000,2071.000,
23768,3519.000,2152.000,
23772,3519.000,2157.000,
23776,3519.000,2159.000,
23780,3528.000,2208.000,
23784,3515.000,2259.000,
23788,3521.000,2247.000,
23792,3518.000,2219.000,
23796,3524.000,2256.000,
23800,3517.000,2305.000,
23804,3524.000,2308.000,
23808,3525.000,2277.000,
23812,3528.000,2293.000,
23816,3518.000,2341.000,
23820,3521.000,2339.000,
23824,3513.000,2299.000,
23828,3521.000,2319.000,
23832,3446.000,2334.000,
23836,3332.000,2289.000,
23840,3207.000,2212.000,
23844,3074.000,2150.000,
23848,2942.000,2126.000,
23852,2796.000,2065.000,
23856,2645.000,1979.000,
23860,2492.000,1888.000,
23864,2349.000,1824.000,
23868,2172.000,1731.000,
23872,2015.000,1593.000,
23876,1848.000,1469.000,
23880,1687.000,1396.000,
23884,1520.000,1303.000,
23888,1361.000,1175.000,
23892,1205.000,1048.000,
23896,1048.000,965.000,
23900,906.000,900.000,
23904,768.000,776.000,
23908,634.000,656.000,
23912,515.000,592.000,
23916,409.000,533.000,
23920,322.000,450.000,
23924,2093.000,1245.000,
23928,2231.000,1314.000,
23932,2357.000,1432.000,
23936,2480.000,1536.000,
23940,2563.000,1579.000,
23944,2634.000,1614.000,
23948,2688.000,1688.000,
23952,2718.000,1756.000,
23956,2728.000,1758.000,
23960,2711.000,1741.000,
23964,2687.000,1763.000,
23968,2640.000,1795.000,
23972,2591.000,1760.000,
23976,2520.000,1708.000,
23980,2439.000,1688.000,
23984,2365.000,1672.000,
23988,2288.000,1616.000,
23992,2205.000,1538.000,
23996,2130.000,1501.000,
24000,2068.000,1492.000,
24004,1184.000,871.000,
24008,1145.000,830.000,
24012,1107.000,784.000,
24016,1085.000,751.000,
24020,1057.000,728.000,
24024,1041.000,674.000,
24028,1028.000,601.000,
24032,1015.000,512.000,
24036,1007.000,488.000,
24040,1010.000,497.000,
24044,1015.000,588.000,
24048,1026.000,671.000,
24052,1040.000,749.000,
24056,1048.000,779.000,
24060,1065.000,775.000,
24064,1096.000,777.000,
24068,1115.000,774.000,
24072,1135.000,802.000,
24076,1171.000,786.000,
24080,1200.000,762.000,
24084,1236.000,749.000,
24088,1261.000,785.000,
24092,1301.000,805.000,
24096,1336.000,836.000,
24100,1371.000,889.000,
24104,1399.000,950.000,
24108,1438.000,970.000,
24112,1467.000,989.000,
24116,1501.000,1028.000,
24120,1531.000,1074.000,
24124,1560.000,1089.000,
24128,1571.000,1095.000,
24132,1592.000,1110.000,
24136,1609.000,1128.000,
24140,1602.000,1119.000,
24144,1583.000,1101.000,
24148,1576.000,1103.000,
24152,1547.000,1113.000,
24156,1516.000,1101.000,
24160,1486.000,1066.000,
24164,1431.000,1051.000,
24168,1375.000,1050.000,
24172,1324.000,1022.000,
24176,1277.000,982.000,
24180,1210.000,941.000,
24184,1150.000,920.000,
24188,1083.000,881.000,
24192,1009.000,821.000,
24196,939.000,768.000,
24200,867.000,737.000,
24204,795.000,695.000,
24208,714.000,637.000,
24212,646.000,578.000,
24216,573.000,537.000,
24220,496.000,500.000,
24224,428.000,444.000,
24228,360.000,379.000,
24232,296.000,346.000,
24236,238.000,322.000,
24240,175.000,272.000,
24244,0.000,62.000,
24248,8.000,60.000,
24252,8.000,68.000,
24256,0.000,81.000,
24260,4.000,74.000,
24264,4.000,57.000,
24268,0.000,73.000,
24272,4.000,80.000,
24276,0.000,72.000,
24280,3.000,55.000,
24284,5.000,63.000,
24288,0.000,79.000,
24292,0.000,69.000,
24296,2.000,51.000,
24300,2.000,66.000,
24304,2.000,79.000,
24308,5.000,74.000,
24312,0.000,55.000,
24316,3.000,59.000,
24320,2.000,75.000,
24324,1.000,73.000,
24328,0.000,59.000,
24332,20.000,53.000,
24336,0.000,80.000,
24340,4.000,80.000,
24344,4.000,59.000,
24348,0.000,56.000,
24352,57.000,88.000,
24356,101.000,119.000,
24360,155.000,134.000,
24364,215.000,156.000,
24368,285.000,200.000,
24372,339.000,256.000,
24376,402.000,271.000,
24380,472.000,299.000,
24384,537.000,359.000,
24388,621.000,418.000,
24392,694.000,455.000,
24396,767.000,489.000,
24400,846.000,552.000,
24404,2297.000,1503.000,
24408,2388.000,1582.000,
24412,2489.000,1615.000,
24416,2608.000,1670.000,
24420,2738.000,1749.000,
24424,2868.000,1835.000,
24428,3016.000,1902.000,
24432,3156.000,1964.000,
24436,3292.000,2046.000,
24440,3432.000,2138.000,
24444,3515.000,2187.000,
24448,3514.000,2210.000,
24452,3521.000,2239.000,
24456,3517.000,2281.000,
24460,3524.000,2282.000,
24464,3519.000,2271.000,
24468,3511.000,2297.000,
24472,3524.000,2323.000,
24476,3525.000,2331.000,
24480,3521.000,2305.000,
24484,2952.000,2152.000,
24488,1962.000,1802.000,
24492,869.000,1334.000,
24496,0.000,837.000,
24500,5.000,603.000,
24504,0.000,469.000,
24508,1.000,373.000,
24512,3.000,288.000,
24516,5.000,214.000,
24520,0.000,179.000,
24524,0.000,162.000,
24528,0.000,136.000,
24532,6.000,103.000,
24536,0.000,91.000,
24540,10.000,103.000,
24544,3.000,100.000,
24548,2.000,79.000,
24552,0.000,72.000,
24556,0.000,82.000,
24560,0.000,85.000,
24564,4.000,73.000,
24568,8.000,66.000,
24572,4.000,81.000,
24576,5.000,83.000,
24580,0.000,67.000,
24584,0.000,61.000,
24588,1.000,71.000,
24592,0.000,83.000,
24596,4.000,66.000,
24600,0.000,59.000,
24604,0.000,61.000,
24608,0.000,79.000,
24612,8.000,80.000,
24616,0.000,55.000,
24620,9.000,66.000,
24624,0.000,80.000,
24628,0.000,70.000,
24632,0.000,64.000,
24636,1.000,71.000,
24640,3.000,77.000,
24644,0.000,71.000,
24648,1.000,60.000,
24652,1.000,59.000,
24656,10.000,75.000,
24660,0.000,77.000,
24664,5.000,61.000,
24668,0.000,56.000,
24672,6.000,69.000,
24676,0.000,73.000,
24680,0.000,56.000,
24684,0.000,51.000,
24688,0.000,65.000,
24692,0.000,69.000,
24696,0.000,60.000,
24700,0.000,49.000,
24704,5.000,71.000,
24708,3.000,77.000,
24712,0.000,64.000,
24716,4.000,59.000,
24720,2.000,76.000,
24724,1.000,77.000,
24728,0.000,75.000,
24732,7.000,64.000,
24736,0.000,62.000,
24740,1.000,76.000,
24744,2.000,80.000,
24748,7.000,70.000,
24752,1.000,46.000,
24756,0.000,72.000,
24760,0.000,71.000,
24764,0.000,63.000,
24768,0.000,59.000,
24772,1.000,64.000,
24776,3.000,76.000,
24780,4.000,59.000,
24784,0.000,56.000,
24788,0.000,60.000,
24792,0.000,76.000,
24796,0.000,72.000,
24800,2.000,56.000,
24804,0.000,70.000,
24808,4.000,79.000,
24812,0.000,73.000,
24816,0.000,55.000,
24820,0.000,67.000,
24824,0.000,77.000,
24828,0.000,70.000,
24832,0.000,52.000,
24836,2.000,51.000,
24840,0.000,69.000,
24844,6.000,72.000,
24848,2.000,59.000,
24852,0.000,58.000,
24856,13.000,79.000,
24860,0.000,74.000,
24864,0.000,66.000,
24868,0.000,64.000,
24872,0.000,71.000,
24876,0.000,77.000,
24880,1.000,61.000,
24884,8.000,60.000,
24888,2.000,59.000,
24892,116.000,111.000,
24896,306.000,196.000,
24900,473.000,263.000,
24904,611.000,342.000,
24908,720.000,432.000,
24912,800.000,495.000,
24916,850.000,530.000,
24920,857.000,555.000,
24924,792.000,574.000,
24928,632.000,527.000,
24932,424.000,440.000,
24936,215.000,327.000,
24940,40.000,244.000,
24944,4.000,199.000,
24948,0.000,157.000,
24952,1.000,114.000,
24956,4.000,111.000,
24960,0.000,116.000,
24964,8.000,94.000,
24968,0.000,71.000,
24972,4.000,74.000,
24976,567.000,289.000,
24980,1129.000,524.000,
24984,1718.000,795.000,
24988,2329.000,1113.000,
24992,2945.000,1435.000,
24996,3494.000,1724.000,
25000,3507.000,1846.000,
25004,3524.000,1941.000,
25008,3522.000,2044.000,
25012,3512.000,2103.000,
25016,3515.000,2140.000,
25020,3511.000,2169.000,
25024,3513.000,2217.000,
25028,3516.000,2249.000,
25032,3507.000,2251.000,
25036,3507.000,2262.000,
25040,3509.000,2287.000,
25044,3518.000,2347.000,
25048,3511.000,2341.000,
25052,3514.000,2323.000,
25056,3511.000,2336.000,
25060,3520.000,2352.000,
25064,3511.000,2352.000,
25068,3512.000,2336.000,
25072,3511.000,2328.000,
25076,3513.000,2344.000,
25080,3506.000,2352.000,
25084,3509.000,2329.000,
25088,3509.000,2323.000,
25092,3516.000,2344.000,
25096,3505.000,2349.000,
25100,3516.000,2334.000,
25104,3505.000,2321.000,
25108,3517.000,2337.000,
25112,3509.000,2347.000,
25116,3512.000,2332.000,
25120,3506.000,2328.000,
25124,3412.000,2312.000,
25128,3005.000,2189.000,
25132,2607.000,2026.000,
25136,2247.000,1834.000,
25140,1894.000,1658.000,
25144,1573.000,1481.000,
25148,1267.000,1283.000,
25152,986.000,1071.000,
25156,734.000,900.000,
25160,505.000,735.000,
25164,291.000,579.000,
25168,105.000,416.000,
25172,0.000,302.000,
25176,1.000,260.000,
25180,0.000,207.000,
25184,6.000,150.000,
25188,8.000,129.000,
25192,0.000,130.000,
25196,0.000,115.000,
25200,1.000,92.000,
25204,0.000,58.000,
25208,1.000,61.000,
25212,6.000,80.000,
25216,8.000,74.000,
25220,0.000,58.000,
25224,4.000,64.000,
25228,3.000,82.000,
25232,0.000,79.000,
25236,8.000,61.000,
25240,2.000,57.000,
25244,2.000,73.000,
25248,1.000,81.000,
25252,8.000,67.000,
25256,32.000,69.000,
25260,55.000,94.000,
25264,93.000,120.000,
25268,141.000,125.000,
25272,181.000,136.000,
25276,232.000,180.000,
25280,268.000,213.000,
25284,299.000,226.000,
25288,321.000,236.000,
25292,353.000,263.000,
25296,374.000,300.000,
25300,366.000,291.000,
25304,347.000,278.000,
25308,298.000,269.000,
25312,223.000,260.000,
25316,132.000,208.000,
25320,31.000,142.000,
25324,6.000,118.000,
25328,0.000,119.000,
25332,0.000,104.000,
25336,3.000,84.000,
25340,0.000,74.000,
25344,0.000,96.000,
25348,0.000,88.000,
25352,4.000,59.000,
25356,8.000,64.000,
25360,70.000,99.000,
25364,257.000,173.000,
25368,425.000,235.000,
25372,510.000,299.000,
25376,443.000,324.000,
25380,183.000,249.000,
25384,0.000,151.000,
25388,0.000,116.000,
25392,3.000,121.000,
25396,0.000,110.000,
25400,0.000,88.000,
25404,1.000,73.000,
25408,0.000,82.000,
25412,2.000,87.000,
25416,4.000,71.000,
25420,8.000,60.000,
25424,5.000,65.000,
25428,8.000,80.000,
25432,1.000,72.000,
25436,8.000,58.000,
25440,3.000,65.000,
