Timestamp,Analog1_chA,Analog1_chB 
10532,3329.000,2250.000,
10536,3335.000,2239.000,
10540,3349.000,2225.000,
10544,3337.000,2233.000,
10548,3337.000,2252.000,
10552,3340.000,2244.000,
10556,3327.000,2230.000,
10560,3337.000,2240.000,
10564,3341.000,2243.000,
10568,3352.000,2254.000,
10572,3348.000,2242.000,
10576,3354.000,2232.000,
10580,3343.000,2239.000,
10584,3352.000,2264.000,
10588,3350.000,2256.000,
10592,3355.000,2237.000,
10596,3344.000,2247.000,
10600,3352.000,2257.000,
10604,3346.000,2248.000,
10608,3352.000,2221.000,
10612,3346.000,2239.000,
10616,3345.000,2256.000,
10620,3343.000,2251.000,
10624,3340.000,2236.000,
10628,3348.000,2232.000,
10632,3353.000,2250.000,
10636,3354.000,2257.000,
10640,3360.000,2237.000,
10644,3358.000,2240.000,
10648,3367.000,2255.000,
10652,3375.000,2268.000,
10656,3383.000,2259.000,
10660,3402.000,2257.000,
10664,3408.000,2274.000,
10668,3426.000,2296.000,
10672,3455.000,2291.000,
10676,3473.000,2288.000,
10680,3490.000,2314.000,
10684,3497.000,2328.000,
10688,3506.000,2326.000,
10692,3517.000,2313.000,
10696,3508.000,2328.000,
10700,3508.000,2335.000,
10704,3504.000,2331.000,
10708,3508.000,2319.000,
10712,3508.000,2329.000,
10716,3507.000,2350.000,
10720,3507.000,2340.000,
10724,3279.000,2233.000,
10728,3272.000,2210.000,
10732,3257.000,2208.000,
10736,3251.000,2218.000,
10740,3243.000,2196.000,
10744,3229.000,2188.000,
10748,3227.000,2183.000,
10752,3218.000,2190.000,
10756,3215.000,2186.000,
10760,3216.000,2165.000,
10764,3211.000,2168.000,
10768,3213.000,2184.000,
10772,3215.000,2171.000,
10776,3234.000,2162.000,
10780,3233.000,2172.000,
10784,3231.000,2187.000,
10788,3252.000,2187.000,
10792,3252.000,2178.000,
10796,3264.000,2179.000,
10800,3263.000,2200.000,
10804,3284.000,2202.000,
10808,3285.000,2190.000,
10812,3300.000,2193.000,
10816,3295.000,2212.000,
10820,3310.000,2232.000,
10824,3311.000,2214.000,
10828,3333.000,2215.000,
10832,3333.000,2227.000,
10836,3331.000,2244.000,
10840,3356.000,2228.000,
10844,3353.000,2224.000,
10848,3350.000,2243.000,
10852,3360.000,2257.000,
10856,3368.000,2247.000,
10860,3367.000,2240.000,
10864,3359.000,2244.000,
10868,3364.000,2264.000,
10872,3368.000,2253.000,
10876,3367.000,2236.000,
10880,3365.000,2252.000,
10884,3359.000,2261.000,
10888,3362.000,2251.000,
10892,3361.000,2246.000,
10896,3364.000,2247.000,
10900,3360.000,2260.000,
10904,3348.000,2258.000,
10908,3350.000,2245.000,
10912,3350.000,2237.000,
10916,3339.000,2259.000,
10920,3341.000,2246.000,
10924,3332.000,2239.000,
10928,3338.000,2234.000,
10932,3333.000,2245.000,
10936,3329.000,2253.000,
10940,3327.000,2234.000,
10944,3316.000,2230.000,
10948,3331.000,2236.000,
10952,3319.000,2249.000,
10956,3324.000,2229.000,
10960,3333.000,2228.000,
10964,3324.000,2216.000,
10968,3319.000,2240.000,
10972,3324.000,2245.000,
10976,3327.000,2224.000,
10980,3328.000,2222.000,
10984,3318.000,2240.000,
10988,3329.000,2247.000,
10992,3325.000,2223.000,
10996,3319.000,2214.000,
11000,3319.000,2236.000,
11004,3323.000,2248.000,
11008,3314.000,2230.000,
11012,3322.000,2215.000,
11016,3322.000,2235.000,
11020,3317.000,2245.000,
11024,3321.000,2234.000,
11028,3329.000,2215.000,
11032,3325.000,2229.000,
11036,3319.000,2244.000,
11040,3330.000,2231.000,
11044,3340.000,2222.000,
11048,3329.000,2234.000,
11052,3331.000,2256.000,
11056,3328.000,2239.000,
11060,3344.000,2229.000,
11064,3342.000,2239.000,
11068,3329.000,2246.000,
11072,3343.000,2250.000,
11076,3338.000,2226.000,
11080,3327.000,2232.000,
11084,3343.000,2248.000,
11088,3335.000,2244.000,
11092,3340.000,2223.000,
11096,3342.000,2227.000,
11100,3333.000,2250.000,
11104,3342.000,2256.000,
11108,3340.000,2240.000,
11112,3352.000,2232.000,
11116,3346.000,2248.000,
11120,3347.000,2249.000,
11124,3331.000,2252.000,
11128,3340.000,2235.000,
11132,3339.000,2230.000,
11136,3336.000,2251.000,
11140,3335.000,2247.000,
11144,3344.000,2237.000,
11148,3333.000,2225.000,
11152,3332.000,2248.000,
11156,3333.000,2258.000,
11160,3332.000,2231.000,
11164,3330.000,2224.000,
11168,3333.000,2241.000,
11172,3328.000,2251.000,
11176,3322.000,2244.000,
11180,3340.000,2223.000,
11184,3327.000,2240.000,
11188,3343.000,2248.000,
11192,3333.000,2236.000,
11196,3336.000,2224.000,
11200,3327.000,2231.000,
11204,3345.000,2253.000,
11208,3345.000,2260.000,
11212,3345.000,2245.000,
11216,3353.000,2231.000,
11220,3343.000,2245.000,
11224,3344.000,2260.000,
11228,3352.000,2243.000,
11232,3345.000,2231.000,
11236,3350.000,2245.000,
11240,3340.000,2259.000,
11244,3348.000,2243.000,
11248,3360.000,2238.000,
11252,3359.000,2248.000,
11256,3363.000,2265.000,
11260,3373.000,2263.000,
11264,3391.000,2256.000,
11268,3410.000,2263.000,
11272,3418.000,2286.000,
11276,3432.000,2292.000,
11280,3455.000,2280.000,
11284,3464.000,2288.000,
11288,3474.000,2314.000,
11292,3488.000,2311.000,
11296,3498.000,2303.000,
11300,3506.000,2306.000,
11304,3508.000,2335.000,
11308,3507.000,2331.000,
11312,3506.000,2322.000,
11316,3509.000,2320.000,
11320,3513.000,2337.000,
11324,3516.000,2347.000,
11328,3503.000,2326.000,
11332,3502.000,2323.000,
11336,3512.000,2340.000,
11340,3498.000,2345.000,
11344,3493.000,2332.000,
11348,3478.000,2311.000,
11352,3474.000,2311.000,
11356,3450.000,2319.000,
11360,3435.000,2309.000,
11364,3424.000,2284.000,
11368,3402.000,2289.000,
11372,3386.000,2295.000,
11376,3380.000,2271.000,
11380,3359.000,2243.000,
11384,3346.000,2259.000,
11388,3328.000,2261.000,
11392,3311.000,2244.000,
11396,3305.000,2222.000,
11400,3278.000,2215.000,
11404,3272.000,2231.000,
11408,3262.000,2216.000,
11412,3249.000,2195.000,
11416,3245.000,2190.000,
11420,3242.000,2205.000,
11424,3235.000,2204.000,
11428,3240.000,2186.000,
11432,3246.000,2177.000,
11436,3231.000,2191.000,
11440,3240.000,2194.000,
11444,3372.000,2257.000,
11448,3375.000,2241.000,
11452,3372.000,2252.000,
11456,3369.000,2263.000,
11460,3379.000,2263.000,
11464,3386.000,2251.000,
11468,3380.000,2256.000,
11472,3386.000,2272.000,
11476,3376.000,2266.000,
11480,3375.000,2247.000,
11484,3380.000,2247.000,
11488,3372.000,2268.000,
11492,3378.000,2270.000,
11496,3384.000,2256.000,
11500,3376.000,2245.000,
11504,3368.000,2266.000,
11508,3369.000,2272.000,
11512,3363.000,2255.000,
11516,3361.000,2241.000,
11520,3364.000,2254.000,
11524,3326.000,2240.000,
11528,3324.000,2243.000,
11532,3327.000,2222.000,
11536,3330.000,2224.000,
11540,3328.000,2235.000,
11544,3325.000,2243.000,
11548,3341.000,2237.000,
11552,3336.000,2222.000,
11556,3340.000,2239.000,
11560,3337.000,2249.000,
11564,3333.000,2234.000,
11568,3335.000,2232.000,
11572,3339.000,2245.000,
11576,3341.000,2251.000,
11580,3341.000,2234.000,
11584,3338.000,2227.000,
11588,3349.000,2234.000,
11592,3346.000,2253.000,
11596,3352.000,2244.000,
11600,3351.000,2231.000,
11604,3351.000,2238.000,
11608,3350.000,2264.000,
11612,3352.000,2252.000,
11616,3357.000,2232.000,
11620,3364.000,2241.000,
11624,3361.000,2261.000,
11628,3364.000,2251.000,
11632,3371.000,2248.000,
11636,3359.000,2250.000,
11640,3370.000,2255.000,
11644,3365.000,2265.000,
11648,3359.000,2245.000,
11652,3361.000,2248.000,
11656,3360.000,2267.000,
11660,3368.000,2270.000,
11664,3370.000,2249.000,
11668,3363.000,2248.000,
11672,3359.000,2258.000,
11676,3369.000,2259.000,
11680,3362.000,2246.000,
11684,3352.000,2231.000,
11688,3354.000,2231.000,
11692,3347.000,2256.000,
11696,3355.000,2262.000,
11700,3359.000,2244.000,
11704,3362.000,2244.000,
11708,3352.000,2258.000,
11712,3355.000,2265.000,
11716,3365.000,2247.000,
11720,3361.000,2242.000,
11724,3360.000,2260.000,
11728,3376.000,2264.000,
11732,3369.000,2253.000,
11736,3365.000,2239.000,
11740,3365.000,2254.000,
11744,3359.000,2268.000,
11748,3363.000,2253.000,
11752,3366.000,2243.000,
11756,3362.000,2256.000,
11760,3355.000,2267.000,
11764,3359.000,2261.000,
11768,3368.000,2241.000,
11772,3364.000,2252.000,
11776,3355.000,2262.000,
11780,3361.000,2255.000,
11784,3361.000,2239.000,
11788,3357.000,2245.000,
11792,3354.000,2259.000,
11796,3357.000,2256.000,
11800,3360.000,2243.000,
11804,3355.000,2241.000,
11808,3354.000,2260.000,
11812,3345.000,2257.000,
11816,3359.000,2244.000,
11820,3361.000,2243.000,
11824,3355.000,2257.000,
11828,3353.000,2264.000,
11832,3368.000,2244.000,
11836,3352.000,2233.000,
11840,3355.000,2256.000,
11844,3511.000,2348.000,
11848,3508.000,2345.000,
11852,3510.000,2323.000,
11856,3501.000,2327.000,
11860,3509.000,2344.000,
11864,3509.000,2347.000,
11868,3503.000,2327.000,
11872,3506.000,2325.000,
11876,3501.000,2344.000,
11880,3500.000,2352.000,
11884,3508.000,2331.000,
11888,3504.000,2329.000,
11892,3488.000,2327.000,
11896,3470.000,2340.000,
11900,3452.000,2308.000,
11904,3428.000,2297.000,
11908,3427.000,2306.000,
11912,3412.000,2313.000,
11916,3396.000,2291.000,
11920,3376.000,2270.000,
11924,3360.000,2265.000,
11928,3343.000,2273.000,
11932,3338.000,2256.000,
11936,3318.000,2238.000,
11940,3313.000,2234.000,
11944,3297.000,2244.000,
11948,3295.000,2232.000,
11952,3288.000,2212.000,
11956,3284.000,2209.000,
11960,3271.000,2219.000,
11964,3272.000,2215.000,
11968,3263.000,2198.000,
11972,3261.000,2192.000,
11976,3266.000,2203.000,
11980,3266.000,2217.000,
11984,3269.000,2197.000,
11988,3283.000,2195.000,
11992,3276.000,2212.000,
11996,3293.000,2220.000,
12000,3287.000,2211.000,
12004,3377.000,2251.000,
12008,3379.000,2251.000,
12012,3375.000,2271.000,
12016,3371.000,2271.000,
12020,3389.000,2253.000,
12024,3388.000,2253.000,
12028,3392.000,2273.000,
12032,3383.000,2277.000,
12036,3383.000,2259.000,
12040,3382.000,2249.000,
12044,3375.000,2267.000,
12048,3377.000,2281.000,
12052,3378.000,2264.000,
12056,3377.000,2253.000,
12060,3380.000,2265.000,
12064,3367.000,2274.000,
12068,3372.000,2261.000,
12072,3379.000,2250.000,
12076,3371.000,2264.000,
12080,3372.000,2280.000,
12084,3376.000,2262.000,
12088,3369.000,2249.000,
12092,3372.000,2251.000,
12096,3368.000,2271.000,
12100,3365.000,2251.000,
12104,3368.000,2248.000,
12108,3368.000,2252.000,
12112,3356.000,2261.000,
12116,3359.000,2259.000,
12120,3362.000,2245.000,
12124,3349.000,2246.000,
12128,3344.000,2264.000,
12132,3346.000,2250.000,
12136,3356.000,2238.000,
12140,3338.000,2242.000,
12144,3344.000,2250.000,
12148,3346.000,2247.000,
12152,3345.000,2237.000,
12156,3337.000,2231.000,
12160,3337.000,2248.000,
12164,3349.000,2263.000,
12168,3354.000,2256.000,
12172,3352.000,2238.000,
12176,3350.000,2242.000,
12180,3360.000,2262.000,
12184,3351.000,2259.000,
12188,3354.000,2239.000,
12192,3365.000,2240.000,
12196,3362.000,2259.000,
12200,3352.000,2260.000,
12204,3364.000,2243.000,
12208,3359.000,2245.000,
12212,3360.000,2261.000,
12216,3361.000,2262.000,
12220,3365.000,2249.000,
12224,3362.000,2248.000,
12228,3358.000,2257.000,
12232,3362.000,2266.000,
12236,3357.000,2253.000,
12240,3369.000,2246.000,
12244,3360.000,2241.000,
12248,3354.000,2263.000,
12252,3358.000,2260.000,
12256,3365.000,2249.000,
12260,3367.000,2244.000,
12264,3368.000,2257.000,
12268,3347.000,2259.000,
12272,3367.000,2249.000,
12276,3366.000,2240.000,
12280,3358.000,2256.000,
12284,3355.000,2268.000,
12288,3358.000,2252.000,
12292,3347.000,2237.000,
12296,3355.000,2252.000,
12300,3355.000,2266.000,
12304,3360.000,2250.000,
12308,3355.000,2238.000,
12312,3360.000,2254.000,
12316,3358.000,2262.000,
12320,3365.000,2257.000,
12324,3355.000,2243.000,
12328,3359.000,2243.000,
12332,3357.000,2264.000,
12336,3368.000,2258.000,
12340,3360.000,2241.000,
12344,3351.000,2239.000,
12348,3359.000,2264.000,
12352,3364.000,2264.000,
12356,3373.000,2241.000,
12360,3367.000,2249.000,
12364,3362.000,2259.000,
12368,3373.000,2268.000,
12372,3366.000,2243.000,
12376,3359.000,2246.000,
12380,3358.000,2255.000,
12384,3368.000,2271.000,
12388,3376.000,2256.000,
12392,3358.000,2248.000,
12396,3369.000,2261.000,
12400,3368.000,2272.000,
12404,3378.000,2255.000,
12408,3377.000,2247.000,
12412,3373.000,2255.000,
12416,3434.000,2283.000,
12420,3481.000,2295.000,
12424,3509.000,2302.000,
12428,3507.000,2321.000,
12432,3508.000,2335.000,
12436,3505.000,2328.000,
12440,3511.000,2314.000,
12444,3500.000,2334.000,
12448,3506.000,2348.000,
12452,3511.000,2340.000,
12456,3507.000,2326.000,
12460,3512.000,2330.000,
12464,3503.000,2349.000,
12468,3510.000,2347.000,
12472,3502.000,2325.000,
12476,3507.000,2327.000,
12480,3510.000,2346.000,
12484,3502.000,2345.000,
12488,3511.000,2333.000,
12492,3505.000,2321.000,
12496,3503.000,2330.000,
12500,3507.000,2343.000,
12504,3509.000,2344.000,
12508,3510.000,2325.000,
12512,3506.000,2332.000,
12516,3505.000,2353.000,
12520,3503.000,2343.000,
12524,3512.000,2324.000,
12528,3508.000,2332.000,
12532,3501.000,2356.000,
12536,3501.000,2352.000,
12540,3506.000,2335.000,
12544,3505.000,2327.000,
12548,3509.000,2343.000,
12552,3506.000,2347.000,
12556,3513.000,2331.000,
12560,3509.000,2331.000,
12564,3507.000,2336.000,
12568,3486.000,2343.000,
12572,3472.000,2322.000,
12576,3452.000,2308.000,
12580,3431.000,2309.000,
12584,3414.000,2311.000,
12588,3395.000,2290.000,
12592,3384.000,2265.000,
12596,3366.000,2269.000,
12600,3350.000,2271.000,
12604,3329.000,2257.000,
12608,3305.000,2233.000,
12612,3299.000,2232.000,
12616,3286.000,2242.000,
12620,3287.000,2227.000,
12624,3270.000,2208.000,
12628,3276.000,2210.000,
12632,3259.000,2218.000,
12636,3264.000,2207.000,
12640,3258.000,2189.000,
12644,3382.000,2244.000,
12648,3381.000,2252.000,
12652,3386.000,2280.000,
12656,3387.000,2274.000,
12660,3403.000,2255.000,
12664,3398.000,2264.000,
12668,3399.000,2278.000,
12672,3404.000,2288.000,
12676,3419.000,2259.000,
12680,3401.000,2271.000,
12684,3406.000,2282.000,
12688,3415.000,2290.000,
12692,3417.000,2273.000,
12696,3416.000,2271.000,
12700,3417.000,2296.000,
12704,3430.000,2298.000,
12708,3428.000,2285.000,
12712,3450.000,2280.000,
12716,3415.000,2283.000,
12720,3423.000,2304.000,
12724,3430.000,2292.000,
12728,3426.000,2274.000,
12732,3407.000,2289.000,
12736,3416.000,2298.000,
12740,3399.000,2275.000,
12744,3400.000,2272.000,
12748,3392.000,2273.000,
12752,3392.000,2281.000,
12756,3377.000,2263.000,
12760,3372.000,2252.000,
12764,3379.000,2264.000,
12768,3364.000,2268.000,
12772,3361.000,2264.000,
12776,3355.000,2240.000,
12780,3352.000,2249.000,
12784,3351.000,2259.000,
12788,3339.000,2252.000,
12792,3337.000,2230.000,
12796,3333.000,2234.000,
12800,3329.000,2248.000,
12804,3332.000,2247.000,
12808,3342.000,2240.000,
12812,3344.000,2229.000,
12816,3346.000,2244.000,
12820,3357.000,2260.000,
12824,3349.000,2254.000,
12828,3364.000,2238.000,
12832,3357.000,2245.000,
12836,3359.000,2265.000,
12840,3359.000,2262.000,
12844,3375.000,2244.000,
12848,3377.000,2249.000,
12852,3369.000,2272.000,
12856,3377.000,2263.000,
12860,3367.000,2256.000,
12864,3369.000,2251.000,
12868,3376.000,2273.000,
12872,3367.000,2263.000,
12876,3381.000,2243.000,
12880,3380.000,2247.000,
12884,3365.000,2257.000,
12888,3364.000,2255.000,
12892,3362.000,2250.000,
12896,3355.000,2231.000,
12900,3354.000,2257.000,
12904,3360.000,2260.000,
12908,3361.000,2244.000,
12912,3357.000,2240.000,
12916,3360.000,2250.000,
12920,3364.000,2264.000,
12924,3364.000,2249.000,
12928,3354.000,2235.000,
12932,3365.000,2243.000,
12936,3352.000,2261.000,
12940,3350.000,2249.000,
12944,3357.000,2231.000,
12948,3350.000,2240.000,
12952,3345.000,2260.000,
12956,3340.000,2248.000,
12960,3350.000,2239.000,
12964,3344.000,2231.000,
12968,3348.000,2234.000,
12972,3344.000,2249.000,
12976,3335.000,2256.000,
12980,3341.000,2237.000,
12984,3351.000,2234.000,
12988,3353.000,2250.000,
12992,3355.000,2256.000,
12996,3356.000,2239.000,
13000,3359.000,2236.000,
13004,3361.000,2252.000,
13008,3369.000,2265.000,
13012,3363.000,2255.000,
13016,3369.000,2239.000,
13020,3361.000,2253.000,
13024,3373.000,2272.000,
13028,3368.000,2263.000,
13032,3382.000,2252.000,
13036,3380.000,2257.000,
13040,3383.000,2274.000,
13044,3375.000,2268.000,
13048,3378.000,2249.000,
13052,3380.000,2252.000,
13056,3374.000,2271.000,
13060,3376.000,2264.000,
13064,3382.000,2255.000,
13068,3386.000,2252.000,
13072,3391.000,2273.000,
13076,3395.000,2277.000,
13080,3403.000,2262.000,
13084,3427.000,2275.000,
13088,3431.000,2296.000,
13092,3454.000,2308.000,
13096,3484.000,2298.000,
13100,3499.000,2301.000,
13104,3505.000,2326.000,
13108,3508.000,2338.000,
13112,3502.000,2325.000,
13116,3514.000,2321.000,
13120,3511.000,2327.000,
13124,3466.000,2333.000,
13128,3453.000,2333.000,
13132,3434.000,2309.000,
13136,3415.000,2294.000,
13140,3408.000,2302.000,
13144,3396.000,2301.000,
13148,3370.000,2271.000,
13152,3344.000,2251.000,
13156,3336.000,2265.000,
13160,3303.000,2260.000,
13164,3301.000,2239.000,
13168,3283.000,2224.000,
13172,3274.000,2228.000,
13176,3272.000,2228.000,
13180,3259.000,2213.000,
13184,3254.000,2191.000,
13188,3248.000,2192.000,
13192,3249.000,2216.000,
13196,3247.000,2197.000,
13200,3249.000,2181.000,
13204,3405.000,2254.000,
13208,3406.000,2272.000,
13212,3406.000,2286.000,
13216,3415.000,2280.000,
13220,3421.000,2270.000,
13224,3425.000,2280.000,
13228,3424.000,2297.000,
13232,3430.000,2283.000,
13236,3423.000,2271.000,
13240,3424.000,2286.000,
13244,3424.000,2298.000,
13248,3428.000,2287.000,
13252,3422.000,2282.000,
13256,3413.000,2284.000,
13260,3412.000,2308.000,
13264,3419.000,2291.000,
13268,3411.000,2273.000,
13272,3411.000,2277.000,
13276,3399.000,2291.000,
13280,3402.000,2291.000,
13284,3397.000,2269.000,
13288,3395.000,2265.000,
13292,3382.000,2277.000,
13296,3392.000,2285.000,
13300,3392.000,2267.000,
13304,3387.000,2255.000,
13308,3372.000,2272.000,
13312,3371.000,2280.000,
13316,3361.000,2265.000,
13320,3359.000,2248.000,
13324,3360.000,2263.000,
13328,3358.000,2269.000,
13332,3357.000,2253.000,
13336,3353.000,2244.000,
13340,3346.000,2247.000,
13344,3356.000,2259.000,
13348,3351.000,2249.000,
13352,3348.000,2239.000,
13356,3347.000,2239.000,
13360,3343.000,2260.000,
13364,3356.000,2254.000,
13368,3356.000,2249.000,
13372,3340.000,2238.000,
13376,3352.000,2247.000,
13380,3349.000,2256.000,
13384,3342.000,2250.000,
13388,3354.000,2236.000,
13392,3354.000,2246.000,
13396,3348.000,2259.000,
13400,3343.000,2239.000,
13404,3360.000,2238.000,
13408,3351.000,2239.000,
13412,3348.000,2264.000,
13416,3353.000,2248.000,
13420,3352.000,2239.000,
13424,3356.000,2248.000,
13428,3349.000,2266.000,
13432,3351.000,2256.000,
13436,3360.000,2241.000,
13440,3357.000,2242.000,
13444,3360.000,2259.000,
13448,3351.000,2261.000,
13452,3374.000,2246.000,
13456,3361.000,2240.000,
13460,3363.000,2257.000,
13464,3356.000,2261.000,
13468,3359.000,2256.000,
13472,3362.000,2240.000,
13476,3360.000,2255.000,
13480,3349.000,2263.000,
13484,3368.000,2260.000,
13488,3360.000,2248.000,
13492,3363.000,2262.000,
13496,3359.000,2257.000,
13500,3360.000,2247.000,
13504,3356.000,2237.000,
13508,3358.000,2246.000,
13512,3357.000,2262.000,
13516,3357.000,2256.000,
13520,3354.000,2239.000,
13524,3360.000,2235.000,
13528,3351.000,2251.000,
13532,3356.000,2263.000,
13536,3357.000,2251.000,
13540,3355.000,2241.000,
13544,3371.000,2252.000,
13548,3357.000,2263.000,
13552,3367.000,2260.000,
13556,3359.000,2239.000,
13560,3375.000,2263.000,
13564,3375.000,2272.000,
13568,3373.000,2255.000,
13572,3378.000,2247.000,
13576,3374.000,2256.000,
13580,3381.000,2268.000,
13584,3379.000,2272.000,
13588,3379.000,2255.000,
13592,3383.000,2264.000,
13596,3376.000,2279.000,
13600,3378.000,2271.000,
13604,3503.000,2331.000,
13608,3507.000,2318.000,
13612,3512.000,2334.000,
13616,3506.000,2344.000,
13620,3507.000,2338.000,
13624,3510.000,2328.000,
13628,3502.000,2337.000,
13632,3510.000,2349.000,
13636,3503.000,2347.000,
13640,3501.000,2326.000,
13644,3506.000,2328.000,
13648,3507.000,2352.000,
13652,3502.000,2343.000,
13656,3501.000,2336.000,
13660,3503.000,2331.000,
13664,3503.000,2339.000,
13668,3511.000,2348.000,
13672,3503.000,2333.000,
13676,3509.000,2327.000,
13680,3500.000,2350.000,
13684,3507.000,2350.000,
13688,3509.000,2334.000,
13692,3496.000,2328.000,
13696,3467.000,2327.000,
13700,3455.000,2333.000,
13704,3441.000,2311.000,
13708,3417.000,2288.000,
13712,3392.000,2296.000,
13716,3367.000,2289.000,
13720,3354.000,2266.000,
13724,3332.000,2247.000,
13728,3323.000,2245.000,
13732,3304.000,2254.000,
13736,3287.000,2240.000,
13740,3277.000,2213.000,
13744,3258.000,2213.000,
13748,3257.000,2223.000,
13752,3260.000,2219.000,
13756,3264.000,2188.000,
13760,3260.000,2196.000,
13764,3502.000,2327.000,
13768,3509.000,2352.000,
13772,3509.000,2335.000,
13776,3498.000,2328.000,
13780,3499.000,2338.000,
13784,3503.000,2357.000,
13788,3495.000,2352.000,
13792,3490.000,2320.000,
13796,3474.000,2323.000,
13800,3455.000,2329.000,
13804,3443.000,2320.000,
13808,3440.000,2295.000,
13812,3422.000,2296.000,
13816,3404.000,2301.000,
13820,3389.000,2295.000,
13824,3387.000,2273.000,
13828,3367.000,2259.000,
13832,3346.000,2275.000,
13836,3339.000,2277.000,
13840,3340.000,2252.000,
13844,3325.000,2240.000,
13848,3318.000,2254.000,
13852,3316.000,2248.000,
13856,3305.000,2225.000,
13860,3295.000,2214.000,
13864,3291.000,2232.000,
13868,3291.000,2228.000,
13872,3283.000,2215.000,
13876,3291.000,2212.000,
13880,3289.000,2219.000,
13884,3294.000,2223.000,
13888,3292.000,2216.000,
13892,3312.000,2211.000,
13896,3310.000,2215.000,
13900,3314.000,2231.000,
13904,3316.000,2223.000,
13908,3331.000,2214.000,
13912,3331.000,2234.000,
13916,3345.000,2252.000,
13920,3344.000,2241.000,
13924,3389.000,2277.000,
13928,3398.000,2262.000,
13932,3379.000,2269.000,
13936,3374.000,2279.000,
13940,3378.000,2261.000,
13944,3403.000,2256.000,
13948,3364.000,2260.000,
13952,3368.000,2267.000,
13956,3360.000,2258.000,
13960,3354.000,2247.000,
13964,3353.000,2249.000,
13968,3352.000,2265.000,
13972,3355.000,2254.000,
13976,3355.000,2232.000,
13980,3353.000,2243.000,
13984,3345.000,2266.000,
13988,3348.000,2254.000,
13992,3363.000,2235.000,
13996,3353.000,2237.000,
14000,3349.000,2258.000,
14004,3355.000,2253.000,
14008,3359.000,2242.000,
14012,3356.000,2242.000,
14016,3364.000,2259.000,
14020,3368.000,2265.000,
14024,3378.000,2251.000,
14028,3380.000,2247.000,
14032,3375.000,2272.000,
14036,3383.000,2271.000,
14040,3396.000,2260.000,
14044,3404.000,2257.000,
14048,3400.000,2278.000,
14052,3411.000,2290.000,
14056,3412.000,2276.000,
14060,3414.000,2271.000,
14064,3413.000,2280.000,
14068,3418.000,2290.000,
14072,3408.000,2278.000,
14076,3418.000,2273.000,
14080,3416.000,2275.000,
14084,3353.000,2247.000,
14088,3358.000,2259.000,
14092,3366.000,2249.000,
14096,3368.000,2248.000,
14100,3364.000,2256.000,
14104,3376.000,2266.000,
14108,3392.000,2259.000,
14112,3392.000,2249.000,
14116,3392.000,2262.000,
14120,3387.000,2278.000,
14124,3424.000,2278.000,
14128,3429.000,2267.000,
14132,3439.000,2282.000,
14136,3449.000,2311.000,
14140,3462.000,2299.000,
14144,3488.000,2298.000,
14148,3509.000,2314.000,
14152,3502.000,2338.000,
14156,3500.000,2325.000,
14160,3504.000,2322.000,
14164,3506.000,2315.000,
14168,3505.000,2344.000,
14172,3505.000,2343.000,
14176,3504.000,2324.000,
14180,3503.000,2321.000,
14184,3509.000,2341.000,
14188,3511.000,2341.000,
14192,3503.000,2319.000,
14196,3512.000,2319.000,
14200,3507.000,2342.000,
14204,3507.000,2353.000,
14208,3505.000,2332.000,
14212,3507.000,2326.000,
14216,3505.000,2338.000,
14220,3505.000,2341.000,
14224,3508.000,2338.000,
14228,3502.000,2322.000,
14232,3503.000,2338.000,
14236,3504.000,2349.000,
14240,3507.000,2344.000,
14244,3327.000,2239.000,
14248,3322.000,2236.000,
14252,3310.000,2246.000,
14256,3312.000,2242.000,
14260,3295.000,2228.000,
14264,3293.000,2214.000,
14268,3290.000,2216.000,
14272,3292.000,2232.000,
14276,3287.000,2219.000,
14280,3292.000,2205.000,
14284,3289.000,2210.000,
14288,3287.000,2229.000,
14292,3308.000,2219.000,
14296,3305.000,2208.000,
14300,3307.000,2218.000,
14304,3304.000,2232.000,
14308,3321.000,2229.000,
14312,3335.000,2220.000,
14316,3329.000,2228.000,
14320,3348.000,2254.000,
14324,3441.000,2317.000,
14328,3444.000,2302.000,
14332,3440.000,2285.000,
14336,3434.000,2294.000,
14340,3434.000,2305.000,
14344,3423.000,2296.000,
14348,3423.000,2275.000,
14352,3428.000,2290.000,
14356,3415.000,2306.000,
14360,3418.000,2296.000,
14364,3411.000,2280.000,
14368,3394.000,2280.000,
14372,3398.000,2291.000,
14376,3395.000,2279.000,
14380,3386.000,2263.000,
14384,3382.000,2263.000,
14388,3380.000,2282.000,
14392,3381.000,2276.000,
14396,3378.000,2260.000,
14400,3367.000,2256.000,
14404,3379.000,2276.000,
14408,3374.000,2269.000,
14412,3374.000,2253.000,
14416,3374.000,2247.000,
14420,3370.000,2268.000,
14424,3375.000,2274.000,
14428,3378.000,2260.000,
14432,3380.000,2256.000,
14436,3387.000,2263.000,
14440,3381.000,2282.000,
14444,3382.000,2259.000,
14448,3383.000,2252.000,
14452,3388.000,2269.000,
14456,3379.000,2278.000,
14460,3369.000,2267.000,
14464,3375.000,2252.000,
14468,3370.000,2261.000,
14472,3376.000,2276.000,
14476,3357.000,2260.000,
14480,3364.000,2244.000,
14484,3366.000,2240.000,
14488,3373.000,2257.000,
14492,3363.000,2267.000,
14496,3376.000,2260.000,
14500,3376.000,2247.000,
14504,3377.000,2260.000,
14508,3375.000,2275.000,
14512,3378.000,2261.000,
14516,3375.000,2249.000,
14520,3376.000,2261.000,
