time,gain
6.59999999999995,0.0
6.61999999999995,0.0
6.63999999999995,0.0
6.65999999999995,0.0
6.67999999999995,0.0
6.69999999999995,0.0
6.71999999999994,0.0
6.73999999999994,0.0
6.75999999999994,0.0
6.77999999999994,0.0
6.79999999999994,0.0
6.81999999999994,0.0
6.83999999999994,0.0
6.85999999999994,0.0
6.87999999999994,0.0
6.91999999999994,0.0
6.93999999999994,0.0
6.95999999999994,0.0
6.97999999999994,0.0
6.99999999999994,0.0
7.01999999999994,0.0
7.03999999999994,0.0
7.07999999999994,0.0
7.09999999999994,0.0
7.11999999999994,0.0
7.13999999999994,0.0
7.15999999999994,0.0
7.17999999999993,0.0
7.19999999999993,0.0
7.21999999999993,0.0
7.25999999999993,0.0
7.27999999999993,0.0
7.29999999999993,0.0
7.33999999999993,0.0
7.35999999999993,0.0
7.39999999999993,0.0
7.41999999999993,0.0
7.43999999999993,0.0
7.45999999999993,0.0
7.47999999999993,0.0
7.49999999999993,0.0
7.51999999999993,0.0
7.53999999999993,0.0
7.57999999999993,0.0
7.59999999999993,0.0
7.61999999999993,0.0
7.63999999999993,0.0
7.65999999999992,0.562246880287552
7.69999999999992,0.0
7.71999999999992,0.0
7.73999999999992,0.0
7.75999999999992,0.0
7.77999999999992,0.0
7.79999999999992,0.0
7.81999999999992,0.0
7.83999999999992,0.0
7.85999999999992,0.0
7.87999999999992,0.0
7.89999999999992,0.0
7.91999999999992,0.0
7.93999999999992,0.0
7.95999999999992,0.0
7.97999999999992,0.0
7.99999999999992,0.0
8.01999999999992,0.0
8.03999999999992,0.0
8.05999999999992,0.0
8.07999999999992,0.0
8.15999999999991,0.0
8.19999999999991,0.0
8.21999999999991,0.0
8.23999999999991,0.0
8.25999999999991,0.0
8.27999999999991,0.0
8.31999999999991,0.0
8.35999999999991,0.0
8.39999999999991,0.0
8.41999999999991,0.0
8.43999999999991,0.0
8.45999999999991,0.0
8.47999999999991,0.0
8.49999999999991,0.0
8.53999999999991,0.0
8.55999999999991,0.0
8.57999999999991,0.0
8.59999999999991,0.0
8.61999999999991,0.0
8.6399999999999,0.0
8.6599999999999,0.0
8.6799999999999,0.0
8.6999999999999,0.0
8.7199999999999,0.0
8.7399999999999,0.0
8.7799999999999,0.0
8.7999999999999,0.0
8.8199999999999,0.0
8.8399999999999,0.0
8.8599999999999,0.0
8.8799999999999,0.0
8.8999999999999,0.0
8.9199999999999,0.0
8.9399999999999,0.0
8.9599999999999,0.0
8.9799999999999,0.0
8.9999999999999,0.0
9.0199999999999,0.0
9.0399999999999,0.764497354514691
9.0599999999999,0.0
9.0799999999999,0.0
9.09999999999989,0.0
9.11999999999989,0.0
9.15999999999989,0.0
9.17999999999989,0.0
9.19999999999989,0.0
9.21999999999989,0.751770593578967
9.23999999999989,0.0
9.25999999999989,0.0
9.27999999999989,0.0
9.31999999999989,0.0
9.35999999999989,0.0
9.37999999999989,0.0
9.39999999999989,0.0
9.41999999999989,0.0
9.45999999999989,0.0
9.47999999999989,0.0
9.51999999999989,0.0
9.53999999999989,0.0
9.55999999999989,0.0
9.57999999999988,0.0
9.59999999999988,0.0
9.63999999999988,0.0
9.65999999999988,0.0
9.67999999999988,0.0
9.71999999999988,0.0
9.73999999999988,0.0
9.75999999999988,0.0
9.77999999999988,0.0
9.79999999999988,0.0
9.81999999999988,0.0
9.83999999999988,0.0
9.85999999999988,0.0
9.87999999999988,0.0
9.89999999999988,0.0
9.91999999999988,0.0
9.93999999999988,0.0
9.95999999999988,0.0
9.99999999999988,0.0
10.0199999999999,0.0
10.0399999999999,0.0
10.0599999999999,0.0
10.0799999999999,0.0
10.0999999999999,0.0
10.1399999999999,0.0
10.1599999999999,0.0
10.1799999999999,0.0
10.1999999999999,0.0
10.2199999999999,0.0
10.2399999999999,0.0
10.2599999999999,0.0
10.2799999999999,0.0
10.2999999999999,0.0
10.3199999999999,0.0
10.3399999999999,0.0
10.3599999999999,0.0
10.3799999999999,0.0
10.4199999999999,0.0
10.4399999999999,0.0
10.4599999999999,0.0
10.4799999999999,0.0
10.4999999999999,0.0
10.5399999999999,0.0
10.5599999999999,0.0
10.5799999999999,0.0
10.5999999999999,0.0
10.6399999999999,0.373305226611389
10.6799999999999,0.0
10.6999999999999,0.0
10.7199999999999,0.0
10.7399999999999,0.0
10.7599999999999,0.0
10.7799999999999,0.0
10.7999999999999,0.0
10.8199999999999,0.0
10.8799999999999,0.0
10.9199999999999,0.0
10.9399999999999,0.0
10.9599999999999,0.0
10.9799999999999,0.0
11.0199999999999,0.0
11.0399999999999,0.0
11.0599999999999,0.0
11.0799999999999,0.0
11.0999999999999,0.960572664969169
11.1199999999999,0.0
11.1399999999999,0.0
11.1599999999999,0.0
11.1799999999999,0.0
11.1999999999999,0.0
11.2399999999998,0.0
11.2599999999998,0.0
11.2799999999998,0.0
11.2999999999998,0.0
11.3199999999998,0.0
11.3399999999998,0.0
11.3599999999998,0.0
11.3799999999998,0.0
11.3999999999998,0.0
11.4199999999998,0.0
11.4399999999998,0.0
11.4599999999998,0.0
11.4799999999998,0.0
11.4999999999998,0.0
11.5199999999998,0.0
11.5399999999998,0.0
11.5599999999998,0.0
11.5799999999998,0.0
11.5999999999998,0.0
11.6199999999998,0.0
11.6399999999998,0.0
11.6599999999998,0.0
11.7199999999998,0.0
11.7399999999998,0.0
11.7599999999998,0.0
11.7799999999998,0.0
11.7999999999998,0.0
11.8199999999998,0.0
11.8399999999998,0.0
11.8599999999998,0.0
11.8799999999998,0.0
11.8999999999998,0.0
11.9199999999998,0.0
11.9399999999998,0.0
11.9599999999998,0.0
11.9999999999998,0.0
12.0199999999998,0.0
12.0599999999998,0.0
12.0999999999998,0.0
12.1199999999998,0.0
12.1399999999998,0.0
12.2399999999998,0.0
12.2599999999998,0.0
12.2799999999998,0.0
12.2999999999998,0.0
12.3199999999998,0.0
12.3399999999998,0.0
12.3999999999998,0.0
12.4199999999998,0.0
12.4599999999998,0.0
12.4999999999998,0.0
12.5199999999998,0.0
12.5399999999998,0.0
12.5599999999998,0.0
12.5799999999998,0.0
12.5999999999998,0.0
12.6199999999998,0.0
12.6399999999998,0.0
12.6599999999998,0.0
12.6799999999998,0.0
12.6999999999998,0.0
12.7199999999998,0.0
12.7599999999998,0.0
12.7799999999998,0.0
12.7999999999998,0.0
12.8199999999998,0.0
12.8399999999998,0.0
12.8799999999998,0.0
12.8999999999998,0.0
12.9199999999998,0.0
12.9399999999998,0.0
12.9599999999998,0.0
12.9799999999998,0.0
12.9999999999998,0.0
13.0199999999998,0.0
13.0399999999998,0.0
13.0599999999998,0.0
13.0999999999998,0.0
13.1199999999998,0.0
13.1599999999998,0.0
13.1799999999998,0.0
13.1999999999998,0.0
13.2199999999998,0.0
13.2399999999998,0.0
13.2599999999998,0.0
13.2999999999998,0.0
13.3399999999998,0.617728966660197
13.3599999999998,0.0
13.3799999999998,0.0
13.3999999999998,0.0
13.4199999999998,0.0
13.4399999999998,0.0
13.4599999999998,0.0
13.4799999999998,0.0
13.4999999999998,0.0
13.5399999999998,0.0
13.5599999999998,0.0
13.5999999999998,0.0
13.6199999999998,0.0
13.6399999999998,0.0
13.6599999999998,0.0
13.6799999999998,0.0
13.6999999999998,0.0
13.7399999999998,0.0
13.7599999999998,0.0
13.7799999999998,0.0
13.7999999999998,0.0
13.8399999999998,0.0
13.8799999999998,0.0
13.8999999999998,0.0
13.9199999999998,0.0
13.9399999999998,0.0
13.9599999999998,0.0
13.9799999999998,0.508731119207907
13.9999999999998,0.0
14.0199999999998,0.0
14.0399999999998,0.0
14.0599999999998,0.0
14.0799999999998,0.0
14.0999999999998,0.0
14.1199999999998,0.0
14.1399999999998,0.168846870579325
14.1599999999998,0.0
14.2399999999998,0.0
14.2599999999998,0.0
14.2799999999998,0.0
14.2999999999998,0.0
14.3199999999998,0.0
14.3399999999998,0.0
14.3599999999998,0.0
14.3799999999998,0.0
14.3999999999998,0.0
14.4199999999998,0.0
14.4399999999998,0.0
14.4799999999998,0.0
14.4999999999998,0.0
14.5199999999998,0.0
14.5399999999998,0.0
14.5599999999998,0.0
14.5799999999998,0.0
14.5999999999998,0.0
14.6199999999998,0.0
14.6399999999998,0.0
14.6599999999998,0.0
14.6799999999998,0.0
14.6999999999998,0.0
14.7199999999998,0.0
14.7399999999998,0.0
14.7599999999998,0.0
14.7799999999998,0.0
14.7999999999998,0.0
14.8199999999998,0.0
14.8399999999998,0.0
14.8599999999998,0.0
14.8799999999998,0.0
14.8999999999998,0.0
14.9199999999998,0.0
14.9399999999998,0.0
14.9599999999998,0.0
14.9799999999998,0.0
14.9999999999998,0.0
15.0199999999998,0.0
15.0399999999998,0.0
15.0599999999998,0.0
15.0799999999998,0.0
15.0999999999998,0.0
15.1199999999998,0.0
15.1399999999998,0.0
15.1799999999998,0.0
15.1999999999998,0.0
15.2199999999998,0.0
15.2399999999998,0.0
15.2599999999998,0.0
15.2999999999998,0.0
15.3199999999998,0.0
15.3399999999998,0.537248051502581
15.3599999999998,0.0
15.3799999999998,0.0
15.3999999999998,0.0
15.4199999999998,0.0
15.4399999999998,0.0
15.4599999999998,0.0
15.4799999999998,0.0
15.4999999999998,0.0
15.5399999999998,0.0
15.5599999999998,0.0
15.5799999999998,0.0
15.5999999999998,0.0
15.6199999999998,0.0
15.6399999999998,0.0
15.6599999999998,0.0
15.6999999999998,0.0
15.7199999999998,0.0
15.7399999999998,0.0
15.7599999999998,0.0
15.7799999999998,0.0
15.7999999999998,0.0
15.8399999999998,0.0
15.8599999999998,0.0
15.8799999999998,0.0
15.9199999999997,0.0
15.9399999999997,0.0
15.9599999999997,0.0
15.9799999999997,0.0
16.0199999999997,0.0
16.0599999999997,0.0
16.0799999999997,0.0
16.0999999999997,0.0
16.1199999999997,0.0
16.1399999999997,0.0
16.1599999999997,0.0
16.1799999999997,0.0
16.2399999999997,0.0
16.2799999999997,0.0
16.2999999999997,0.0
16.3199999999997,0.0
16.3399999999997,0.0
16.3599999999997,0.0
16.3799999999997,0.0
16.3999999999997,0.0
16.4199999999997,0.0
16.4399999999997,0.0
16.4599999999997,0.0
16.4799999999997,0.0
16.4999999999997,0.0
16.5199999999997,0.0
16.5399999999997,0.0
16.5599999999997,0.0
16.5799999999997,0.0
16.5999999999997,0.0
16.6399999999997,0.0
16.6599999999997,0.0
16.6799999999997,0.0
16.6999999999997,0.0
16.7399999999997,0.0
16.7799999999997,0.0
16.8199999999997,0.0
16.8399999999997,0.0
16.8599999999997,0.0
16.8799999999997,0.0
16.8999999999997,0.0
16.9199999999997,0.0
16.9399999999997,0.0
16.9599999999997,0.0
16.9799999999997,0.0
16.9999999999997,0.0
17.0199999999997,0.0
17.0399999999997,0.0
17.0599999999997,0.0
17.0799999999997,0.0
17.0999999999997,0.0
17.1199999999997,0.0
17.1399999999997,0.0
17.1599999999997,0.0
17.1799999999997,0.0
17.2199999999997,0.0
17.2399999999997,0.0
17.2599999999997,0.0
17.2799999999997,0.0
17.2999999999997,0.0
17.3199999999997,0.0
17.3399999999997,0.0
17.3599999999997,0.0
17.3799999999997,0.0
17.3999999999997,0.0
17.4599999999997,0.0
17.4999999999997,0.0
17.5199999999997,0.0
17.5399999999997,0.0
17.5599999999997,0.0
17.5799999999997,0.0
17.5999999999997,0.0
17.6199999999997,0.0
17.6399999999997,0.0
17.6599999999997,0.321274062258764
17.6799999999997,0.0
17.7199999999997,0.0
17.7399999999997,0.0
17.7599999999997,0.0
17.7799999999997,0.0
17.7999999999997,0.0
17.8199999999997,0.0
17.8399999999997,0.272568002601677
17.8599999999997,0.0
17.8799999999997,0.0
17.8999999999997,0.0
17.9199999999997,0.0
17.9399999999997,0.0
17.9599999999997,0.0
17.9799999999997,0.0
18.0199999999997,0.0
18.0399999999997,0.0
18.0599999999997,0.0
18.0799999999997,0.0
18.1199999999997,0.0
18.1399999999997,0.0
18.1599999999997,0.0
18.1799999999997,0.0
18.1999999999997,0.0
18.2399999999997,0.0
18.2599999999997,0.0
18.2999999999997,0.0
18.3199999999997,0.0
18.3399999999997,0.0
18.3599999999997,0.0
18.3799999999997,0.0
18.3999999999997,0.0
18.4199999999997,0.0
18.4399999999997,0.0
18.4599999999997,0.0
18.4799999999997,0.0
18.4999999999997,0.0
18.5399999999997,0.0
18.5599999999997,0.0
18.5799999999997,0.0
18.5999999999997,0.0
18.6199999999997,0.0
18.6399999999997,0.0
18.6599999999997,0.0
18.6799999999997,0.0
18.6999999999997,0.536375301331377
18.7199999999997,0.0
18.7399999999997,0.0
18.7599999999997,0.0
18.7799999999997,0.0
18.7999999999997,0.0
18.8199999999997,0.0
18.8599999999997,0.0
18.8999999999997,0.0
18.9399999999997,0.0
18.9599999999997,0.0
18.9999999999997,0.0
19.0199999999997,0.0
19.0399999999997,0.0
19.0599999999997,0.0
19.0799999999997,0.0
19.0999999999997,0.0
19.1399999999997,0.0
19.1799999999997,0.0
19.1999999999997,0.0
19.2199999999997,0.0
19.2399999999997,0.0
19.2599999999997,0.0
19.2799999999997,0.0
19.2999999999997,0.0
19.3199999999997,0.0
19.3399999999997,0.0
19.3599999999997,0.0
19.3799999999997,0.0
19.3999999999997,0.0
19.4199999999997,0.0
19.4399999999997,0.0
19.4599999999997,0.0
19.4799999999997,0.0
19.5199999999997,0.0
19.5399999999997,0.0
19.5599999999997,0.0
19.5799999999997,0.0
19.6199999999997,0.806100861492467
19.6399999999997,0.0
19.6599999999997,0.0
19.6799999999997,0.0
19.6999999999997,0.0
19.7399999999997,0.0
19.7599999999997,0.0
19.7799999999997,0.0
19.7999999999997,0.0
19.8199999999997,0.0
19.8599999999997,0.0
19.8799999999997,0.0
19.8999999999997,0.0
19.9199999999997,0.0
19.9599999999997,0.0
19.9799999999997,0.0
19.9999999999997,0.0
20.0199999999997,0.0
20.0399999999997,0.0
20.0599999999997,0.0
20.0799999999997,0.0
20.0999999999997,0.0
20.1199999999997,0.0
20.1399999999997,0.0
20.1599999999997,0.0
20.1799999999997,0.0
20.1999999999997,0.0
20.2199999999997,0.0
20.2999999999997,0.0
20.3399999999997,0.0
20.3599999999997,0.0
20.3799999999997,0.0
20.3999999999997,0.0
20.4199999999997,0.0
20.4399999999997,0.0
20.4599999999997,0.0
20.4799999999997,0.0
20.4999999999997,0.0
20.5199999999997,0.0
20.5599999999997,0.0
20.5799999999997,0.0
20.5999999999996,0.0
20.6199999999996,0.0
20.6399999999996,0.0
20.6599999999996,0.0
20.6799999999996,0.0
20.6999999999996,0.0
20.7199999999996,0.0
20.7399999999996,0.0
20.7599999999996,0.0
20.7799999999996,0.0
20.7999999999996,0.0
20.8199999999996,0.0
20.8399999999996,0.0
20.8599999999996,0.0
20.8799999999996,0.0
20.8999999999996,0.0
20.9199999999996,0.0
20.9399999999996,0.0
20.9599999999996,0.0
20.9799999999996,0.0
20.9999999999996,0.0
21.0199999999996,0.0
21.0399999999996,0.0
21.0599999999996,0.0
21.0799999999996,0.0
21.1199999999996,0.0
21.1399999999996,0.0
21.1599999999996,0.971144111786424
21.1799999999996,0.0
21.1999999999996,0.0
21.2199999999996,0.0
21.2399999999996,0.0
21.2599999999996,0.0
21.2999999999996,0.0
21.3199999999996,0.0
21.3399999999996,0.0
21.3799999999996,0.0
21.3999999999996,0.0
21.4199999999996,0.0
21.4399999999996,0.0
21.4599999999996,0.0
21.4799999999996,0.0
21.4999999999996,0.0
21.5199999999996,0.0
21.5399999999996,0.0
21.5599999999996,0.0
21.5799999999996,0.0
21.5999999999996,0.0
21.6399999999996,0.491563450581148
21.6599999999996,0.0
21.6799999999996,0.0
21.6999999999996,0.0
21.7199999999996,0.0
21.7399999999996,0.0
21.7599999999996,0.0
21.7799999999996,0.0
21.7999999999996,0.0
21.8199999999996,0.675947907327943
21.8399999999996,0.0
21.8599999999996,0.0
21.8799999999996,0.0
21.9199999999996,0.0
21.9399999999996,0.0
21.9599999999996,0.0
21.9799999999996,0.0
21.9999999999996,0.0
22.0199999999996,0.0
22.0399999999996,0.0
22.0599999999996,0.0
22.0799999999996,0.0
22.0999999999996,0.439183204029991
22.1199999999996,0.0
22.1399999999996,0.0
22.1799999999996,0.0
22.1999999999996,0.0
22.2199999999996,0.0
22.2399999999996,0.0
22.2799999999996,0.0
22.3199999999996,0.0
22.3399999999996,0.0
22.3599999999996,0.0
22.3799999999996,0.0
22.3999999999996,0.0
22.4199999999996,0.0
22.4399999999996,0.0
22.4599999999996,0.0
22.4799999999996,0.0
22.4999999999996,0.0
22.5199999999996,0.0
22.5599999999996,0.0
22.5799999999996,0.0
22.6199999999996,0.0
22.6599999999996,0.0
22.6799999999996,0.0
22.6999999999996,0.0
22.7199999999996,0.0
22.7399999999996,0.0
22.7599999999996,0.0
22.7799999999996,0.0
22.7999999999996,0.0
22.8199999999996,0.0
22.8599999999996,0.0
22.8799999999996,0.0
22.8999999999996,0.0
22.9399999999996,0.0
22.9799999999996,0.0
22.9999999999996,0.0
23.0199999999996,0.0
23.0399999999996,0.0
23.0799999999996,0.0
23.0999999999996,0.0
23.1199999999996,0.0
23.1399999999996,0.0
23.1599999999996,0.0
23.1799999999996,0.0
23.1999999999996,0.0
23.2199999999996,0.0
23.2399999999996,0.0
23.2599999999996,0.0
23.2799999999996,0.0
23.2999999999996,0.0
23.3199999999996,0.0
23.3399999999996,0.0
23.3599999999996,0.0
23.3799999999996,0.0
23.3999999999996,0.0
23.4199999999996,0.0
23.4399999999996,0.0
23.4599999999996,0.0
23.4799999999996,0.0
23.4999999999996,0.996871703326359
23.5199999999996,0.0
23.5399999999996,0.0
23.5599999999996,0.0
23.5799999999996,0.0
23.5999999999996,0.0
23.6199999999996,0.0
23.6399999999996,0.0
23.6599999999996,0.0
23.6799999999996,0.0
23.6999999999996,0.0
23.7399999999996,0.0
23.7599999999996,0.0
23.7799999999996,0.0
23.7999999999996,0.0
23.8199999999996,0.0
23.8399999999996,0.0
23.8599999999996,0.0
23.8799999999996,0.0
23.8999999999996,0.0
23.9199999999996,0.0
23.9399999999996,0.0
23.9599999999996,0.0
23.9799999999996,0.0
23.9999999999996,0.950533984144273
24.0199999999996,0.0
24.0399999999996,0.0
24.0599999999996,0.0
24.0799999999996,0.0
24.0999999999996,0.0
24.1199999999996,0.0
24.1399999999996,0.0
24.1599999999996,0.0
24.1999999999996,0.0
24.2199999999996,0.0
24.2399999999996,0.0
24.2599999999996,0.0672392533074221
24.3199999999996,0.0
24.3399999999996,0.0
24.3799999999996,0.0
24.3999999999996,0.0
24.4199999999996,0.0
24.4399999999996,0.0
24.4599999999996,0.0
24.4799999999996,0.0
24.4999999999996,0.0
24.5199999999996,0.0
24.5399999999996,0.0
24.5599999999996,0.0
24.5799999999996,0.0
24.5999999999996,0.0
24.6199999999996,0.0
24.6399999999996,0.0
24.6599999999996,0.310306775230971
24.6799999999996,0.0
24.6999999999996,0.0
24.7199999999996,0.0
24.7399999999996,0.0
24.7599999999996,0.0
24.7799999999996,0.0
24.7999999999996,0.0
24.8199999999996,0.0
24.8399999999996,0.0
24.8599999999996,0.0
24.8799999999996,0.0
24.8999999999996,0.0
24.9199999999996,0.0
24.9599999999996,0.0
24.9999999999996,0.0
25.0199999999996,0.0
25.0399999999996,0.0
25.0799999999996,0.0
25.1399999999996,0.0
25.1599999999996,0.0
25.1799999999996,0.0
25.1999999999996,0.0
25.2199999999996,0.0
25.2399999999996,0.0
25.2599999999996,0.0
25.2799999999995,0.0
25.2999999999995,0.0
25.3399999999995,0.0
25.3599999999995,0.0
25.3799999999995,0.0
25.3999999999995,0.0
25.4199999999995,0.0
25.4399999999995,0.0
25.4799999999995,0.0
25.4999999999995,0.0
25.5199999999995,0.0
25.5399999999995,0.0
25.5799999999995,0.0
25.5999999999995,0.0
25.6199999999995,0.0
25.6399999999995,0.0
25.6599999999995,0.0
25.6799999999995,0.0
25.6999999999995,0.0
25.7199999999995,0.0
25.7399999999995,0.0
25.7599999999995,0.0
25.7799999999995,0.0
25.8199999999995,0.0
25.8399999999995,0.0
25.8599999999995,0.0
25.8799999999995,0.0
25.9199999999995,0.0
25.9399999999995,0.0
25.9799999999995,0.0
25.9999999999995,0.0
26.0199999999995,0.0
26.0599999999995,0.0
26.0799999999995,0.0
26.0999999999995,0.0
26.1599999999995,0.0
26.1799999999995,0.0390495434038418
26.1999999999995,0.355647813848732
26.2199999999995,0.0
26.2399999999995,0.0
26.2599999999995,0.0
26.2799999999995,0.0
26.3599999999995,0.0
26.3999999999995,0.0
26.4199999999995,0.0
26.4599999999995,0.0
26.4799999999995,0.0
26.4999999999995,0.0
26.5199999999995,0.0
26.5399999999995,0.0
26.5599999999995,0.0
26.5999999999995,0.0
26.6399999999995,0.0
26.6999999999995,0.0
26.7199999999995,0.0
26.7399999999995,0.0
26.7599999999995,0.0
26.7799999999995,0.0
26.7999999999995,0.0
26.8399999999995,0.0
26.8599999999995,0.0
26.8799999999995,0.0
26.8999999999995,0.0
26.9199999999995,0.0
26.9399999999995,0.0
26.9599999999995,0.0
26.9999999999995,0.0
27.0199999999995,0.0
27.0399999999995,0.0
27.0599999999995,0.0
27.0799999999995,0.0
27.0999999999995,0.0
27.1199999999995,0.0
27.1399999999995,0.0
27.1799999999995,0.0
27.1999999999995,0.0
27.2199999999995,0.0
27.2399999999995,0.0
27.2599999999995,0.0
27.2799999999995,0.0
27.2999999999995,0.0
27.3199999999995,0.0
27.3799999999995,0.0
27.3999999999995,0.0
27.4199999999995,0.0
27.4399999999995,0.0
27.4599999999995,0.0
27.4799999999995,0.0
27.4999999999995,0.0
27.5199999999995,0.0
27.5399999999995,0.487454518914814
27.5599999999995,0.0
27.5799999999995,0.0
27.5999999999995,0.0
27.6199999999995,0.0
27.6599999999995,0.0
27.6999999999995,0.0
27.7199999999995,0.0
27.7399999999995,0.0
27.7599999999995,0.0
27.7799999999995,0.0
27.7999999999995,0.0
27.8199999999995,0.0
27.8399999999995,0.888155751695266
27.8599999999995,0.162496988367003
27.8799999999995,0.0
27.8999999999995,0.0
27.9199999999995,0.0
27.9399999999995,0.0
27.9599999999995,0.0
27.9799999999995,0.0
27.9999999999995,0.0
28.0199999999995,0.0
28.0399999999995,0.0
28.0599999999995,0.0
28.0799999999995,0.0
28.0999999999995,0.0
28.1199999999995,0.0
28.1399999999995,0.0
28.1599999999995,0.0
28.1799999999995,0.0
28.1999999999995,0.0
28.2199999999995,0.0
28.2399999999995,0.0
28.2599999999995,0.0
28.2799999999995,0.0
28.2999999999995,0.0
28.3999999999995,0.0
28.4399999999995,0.0
28.4599999999995,0.0
28.4799999999995,0.0
28.4999999999995,0.0
28.5199999999995,0.0
28.5399999999995,0.0
28.5599999999995,0.0
28.5799999999995,0.0
28.5999999999995,0.0
